_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p_S_,Fpeak,Fint,Rms,Maj,Min,PA,c1,NAME,RA,DEC,APP_MAG,APP_MAG_FLAG,REDSHIFT_FLAG,REDSHIFT,OBJECT_TYPE,LII,BII,POSITION_FLAG,RADIO_DETECT,FLUX_6_CM,REF_FLUX_6_CM,FLUX_20_CM,REF_FLUX_20_CM,BV_COLOR,UB_COLOR,ABS_MAG,REF_CHART,REF_APP_MAG,REF_REDSHIFT,BROAD_TYPE,CLASS,plate,ifudsgn,plateifu,mangaid,versdrp2,versdrp3,verscore,versutil,versprim,platetyp,srvymode,objra,objdec,ifuglon,ifuglat,ifura,ifudec,ebvgal,nexp,exptime,drp3qual,bluesn2,redsn2,harname,frlplug,cartid,designid,cenra,cendec,airmsmin,airmsmed,airmsmax,seemin,seemed,seemax,transmin,transmed,transmax,mjdmin,mjdmed,mjdmax,gfwhm,rfwhm,ifwhm,zfwhm,mngtarg1,mngtarg2,mngtarg3,catidnum,plttarg,manga_tileid,nsa_iauname,ifudesignsize,ifutargetsize,ifudesignwrongsize,z,zmin,zmax,szmin,szmax,ezmin,ezmax,probs,pweight,psweight,psrweight,sweight,srweight,eweight,esweight,esrweight,nsa_field,nsa_run,nsa_camcol,nsa_version,nsa_nsaid,nsa_nsaid_v1b,nsa_z,nsa_zdist,nsa_sersic_absmag,nsa_elpetro_absmag,nsa_elpetro_amivar,nsa_sersic_mass,nsa_elpetro_mass,nsa_elpetro_ba,nsa_elpetro_phi,nsa_extinction,nsa_elpetro_th50_r,nsa_petro_th50,nsa_petro_flux,nsa_petro_flux_ivar,nsa_elpetro_flux,nsa_elpetro_flux_ivar,nsa_sersic_ba,nsa_sersic_n,nsa_sersic_phi,nsa_sersic_th50,nsa_sersic_flux,nsa_sersic_flux_ivar
9.399233,0.28072223,J003735.8+001650,FITS,00 37 35.816,+00 16 50.60,0.014,6.07,6.98,0.098,2.27,2.25,59.8,g,MARK  955,9.3992,0.2808,14.09,V,,0.035,S2,115.449,-62.3896,O,Y,0.0,0,7.0,2530,0.92,-0.02,-20.9,1463,1658,19,AGN,"  SEYFERT TYPE 2",8657,6101,8657-6101,1-31788,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,9.39920356323,0.280661865228,115.448935897,-62.3897647255,9.3992036,0.28066187,0.0218181,12,10800.8,0,24.6556,50.845,ma122-ma101,21,6-5,9093,9.85307,0.00657942,1.18579,1.19841,1.24875,1.32292,1.42235,2.06198,0.543063,0.882338,0.915237,57665,58013,58014,2.53411,2.51655,2.53035,2.5295,1040,0,0,1,plateTargets-1.par,7685,J003735.81+001650.4,61,61,0,0.0349048,0.030287,0.0493713,0.0721202,0.079417,0.0248783,0.053906,0.67973,0.21293,0.103278,0.110417,-999.0,-999.0,0.139898,0.0824112,0.0868943,476,2728,4,v1_0_1,33951,-999,0.0349048,0.0354805,"(-17.4526, -18.4755, -19.6798, -20.923, -21.7057, -22.0833, -22.1075)","(-17.167, -18.0108, -19.5146, -20.8007, -21.4479, -21.7894, -22.0474)","(457.614, 591.69, 354.176, 2474.98, 2483.58, 2478.98, 1071.67)",5.4443E10,4.47429E10,0.676938,108.641,"(0.18027, 0.177878, 0.112098, 0.0824806, 0.0598218, 0.0453611, 0.0321616)",6.35903,5.59299,"(50.3993, 104.307, 481.301, 1585.98, 2981.5, 4331.55, 5530.58)","(0.745398, 1.13748, 0.0165647, 0.104354, 0.0474721, 0.0167085, 9.85588E-4)","(51.5685, 108.514, 430.811, 1547.96, 2931.12, 4202.49, 5476.57)","(0.757426, 1.11144, 0.0196366, 0.121663, 0.0518688, 0.0196774, 0.00118656)",0.566543,6.0,108.255,10.3438,"(67.3453, 166.006, 508.584, 1732.95, 3743.54, 5490.05, 5788.49)","(0.269073, 0.319446, 0.0582823, 0.081957, 0.0244566, 0.0131848, 0.00295721)"
346.3285,0.18952778,J230518.8+001122,FITS,23 05 18.838,+00 11 22.30,0.014,9.27,9.36,0.107,1.2,0.0,50.9,g,UGC 12348,346.3288,0.1892,15.3,V,,0.03,S2,75.5433,-52.6324,O,Y,0.0,0,10.0,2530,0.0,0.0,-20.2,575,0,1022,AGN,"  SEYFERT TYPE 2",12071,12702,12071-12702,1-597528,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,346.328509244,0.189515557724,75.5433208087,-52.6318963008,346.32851,0.18951556,0.0480532,12,10801.0,4096,21.459,42.9225,ma134,25,6,12462,346.41307,-1.096E-5,1.18713,1.19474,1.2304,1.30862,1.47189,1.84835,0.691335,0.85261,0.893491,58805,58806,58806,2.52274,2.51722,2.50068,2.48111,4096,0,0,1,plateTargets-1.par,7672,J230518.79+001122.0,127,331,0,0.025454314,0.027927084,0.041188713,0.06099506,0.06688031,0.019323468,0.04927995,0.67973006,-999.0,-999.0,-999.0,-999.0,-999.0,0.1754862,0.116556585,0.12167581,19,4145,4,v1_0_1,636834,-999,0.025454314,0.026092717,"(-15.729542, -17.022038, -19.29705, -20.810863, -21.520252, -21.870815, -22.176224)","(-14.071414, -16.94961, -18.642132, -20.310005, -21.03696, -21.417925, -21.609161)","(9.105791, 411.17627, 266.7486, 2459.5344, 2462.8474, 2452.2886, 1081.6512)",5.295614E10,2.6802342E10,0.40728068,132.7631,"(0.3978744, 0.39259502, 0.24741165, 0.18204314, 0.13203286, 0.10011652, 0.070983864)",14.501357,11.357898,"(20.768414, 60.6427, 379.7836, 1791.4049, 3627.3652, 5615.174, 7079.957)","(0.5048452, 0.33636853, 0.008317411, 0.055772673, 0.015477306, 0.0040541627, 6.5015786E-4)","(3.8051035, 63.433495, 307.683, 1714.677, 3467.7, 5334.505, 6572.2524)","(0.7523282, 0.3520982, 0.009970853, 0.06092524, 0.016246317, 0.005322955, 0.0011133598)",0.33355728,3.1168027,133.94812,23.144766,"(20.333393, 66.378654, 584.1186, 2687.1143, 5532.085, 8089.2593, 11185.717)","(1.0062306, 0.98429024, 0.06844594, 0.12210972, 0.03676667, 0.019648883, 0.0027777504)"
330.50684,0.12992223,J220201.6+000747,FITS,22 02 01.640,+00 07 47.72,0.014,0.97,0.89,0.102,3.02,0.0,89.6,g,SDSS J22020+0007,330.5067,0.1297,17.47,V,,0.063,S2,59.6427,-41.0469,O,N,0.0,0,0.0,0,0.85,0.68,-18.9,0,3,951,AGN,"  SEYFERT TYPE 2",8652,3701,8652-3701,1-26390,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,330.506790416,0.129815980326,59.6428773103,-41.0468226115,330.50679,0.12981598,0.0532897,15,13501.1,8,23.4687,46.7914,ma035,23,1,9088,330.16307,-0.0,1.18768,1.19961,1.28101,1.09212,1.20073,1.67298,0.501843,0.862106,0.898458,58751,58752,58752,2.43557,2.40274,2.38622,2.35504,4096,0,0,1,plateTargets-1.par,7666,J220201.62+000747.3,37,37,0,0.0631259,0.0336355,0.0599436,0.0865748,0.0958021,0.0279655,0.0692505,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.064395,0.0407762,0.0427446,159,4192,4,v1_0_1,28232,-999,0.0631259,0.0637485,"(-16.1832, -17.0451, -19.5754, -21.2426, -22.075, -22.5988, -22.8673)","(-15.7209, -16.8968, -19.2783, -20.9232, -21.731, -22.1025, -22.4147)","(125.361, 442.662, 166.115, 2400.36, 2446.53, 2445.66, 989.121)",1.00712E11,6.7881E10,0.763952,116.032,"(0.440821, 0.434972, 0.274117, 0.201693, 0.146285, 0.110923, 0.0786459)",4.95816,4.63826,"(3.13988, 6.91137, 104.778, 428.698, 1029.8, 1565.58, 2189.11)","(19.623, 27.526, 0.0454444, 0.285597, 0.115281, 0.048096, 0.00195357)","(3.08123, 8.21226, 78.3856, 417.871, 998.102, 1532.92, 2130.23)","(19.4708, 26.5215, 0.0545059, 0.406587, 0.135352, 0.0564434, 0.00234033)",0.730356,3.68261,114.331,7.48129,"(4.99875, 9.82588, 99.7376, 554.107, 1342.09, 2393.51, 3178.38)","(12.1511, 20.3333, 0.168737, 0.361141, 0.0897832, 0.0350669, 0.00471247)"
154.52785,0.09996389,J101806.6+000559,FITS,10 18 06.685,+00 05 59.87,0.014,5.33,5.62,0.138,2.0,0.0,71.2,g,SDSS J10181+0005,154.5279,0.0997,17.34,V,,0.048,S1,242.7974,44.3412,O,Y,0.0,0,6.0,2530,0.6,0.37,-18.6,0,3,951,AGN,"  SEYFERT TYPE 1",10846,6104,10846-6104,1-608172,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,154.527786255,0.0999489203095,242.797152785,44.3412618985,154.52779,0.09994892,0.0464976,12,10801.0,4096,24.0819,46.6907,ma017,30,2,11302,153.6618,0.01674218,1.1881,1.21628,1.27167,1.24441,1.46452,1.97301,0.614072,0.820206,0.840832,58900,58900,58904,2.65497,2.58605,2.55246,2.52611,0,0,8196,1,plateTargets-1.par,7337,J101808.75+000607.7,61,-999,0,0.048465032,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,80,2141,4,v1_0_1,651765,-999,0.048465032,0.0478373,"(-17.104439, -17.75316, -19.144623, -20.614626, -21.348604, -21.746212, -21.992682)","(-17.16268, -17.491581, -18.968992, -20.31421, -20.969667, -21.292156, -21.525955)","(405.67563, 521.7501, 198.75208, 2074.2986, 2440.428, 2416.2969, 949.86255)",3.7793346E10,3.0475583E10,0.66762024,71.10092,"(0.38761982, 0.3824765, 0.24103501, 0.17735127, 0.12862994, 0.097536184, 0.06915437)",4.8490844,4.2567143,"(19.22534, 31.45077, 129.50659, 484.41284, 955.9954, 1395.9441, 1791.6886)","(2.4624314, 4.165236, 0.030082757, 0.014988465, 0.11793675, 0.039059546, 0.0021017257)","(24.187824, 31.483156, 119.765045, 474.20438, 938.6624, 1377.2777, 1769.75)","(2.329309, 3.7561753, 0.032465998, 0.06385935, 0.13702288, 0.044849385, 0.0024634704)",0.5578011,4.4921837,67.93915,8.3854,"(22.035944, 39.795708, 132.95885, 631.7845, 1270.9033, 2085.7803, 2642.3828)","(1.1506288, 1.8756418, 0.17149614, 0.30975708, 0.10400824, 0.042367063, 0.0054158024)"
46.664917,0.06208889,J030639.5+000343,FITS,03 06 39.580,+00 03 43.52,0.014,3.28,3.17,0.104,0.63,0.0,118.0,g,SDSSP J03066+0003,46.6646,0.0622,17.54,V,,0.107,S1N,178.6087,-47.6486,O,Y,0.0,0,4.0,2530,0.46,-0.47,-20.4,0,3,2542,AGN,"  SEYFERT TYPE 1",9193,12704,9193-12704,1-37863,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,46.6649126989,0.0619768826479,178.609335044,-47.6484452365,46.664913,0.061976885,0.083128,15,13501.1,0,21.8364,48.5261,ma090-ma076,34,4-3,9754,45.76307,-0.0,1.18867,1.20298,1.30908,1.05128,1.29734,2.07242,0.81815,0.899668,0.929867,57691,57693,57780,2.45241,2.45622,2.44573,2.43299,6400,0,0,1,plateTargets-1.par,7718,J030639.57+000343.1,127,7,127,0.107438,0.0366405,0.0677431,0.0973557,0.108047,0.0321794,0.136545,0.508932,-999.0,0.0413686,0.0461743,0.0903182,0.116875,0.0083473,0.018281,0.0191623,111,3438,4,v1_0_1,40349,-999,0.107438,0.107725,"(-19.001, -19.7036, -20.9934, -21.4162, -21.8446, -22.1817, -22.1655)","(-19.0517, -19.7739, -20.7286, -21.3946, -21.9133, -22.2727, -22.4174)","(465.395, 586.4, 316.145, 2328.83, 2396.71, 2385.88, 893.794)",2.79865E10,4.27132E10,0.937023,36.8834,"(0.693511, 0.684309, 0.431248, 0.317308, 0.230139, 0.174507, 0.123728)",2.17824,2.35168,"(16.7915, 28.5985, 99.2701, 203.752, 355.294, 553.836, 653.527)","(7.48695, 12.3069, 0.167076, 0.876101, 0.446924, 0.178707, 0.0105504)","(18.2483, 33.3318, 97.6391, 205.462, 359.791, 559.188, 671.379)","(6.45147, 10.0745, 0.186475, 0.949823, 0.528257, 0.197046, 0.0119513)",0.66192,6.0,24.9588,0.489236,"(17.338, 31.4246, 120.801, 212.096, 342.28, 554.833, 553.159)","(5.66131, 8.6133, 0.805771, 1.92405, 0.717264, 0.305097, 0.084185)"
50.74138,0.05424167,J032257.9+000315,FITS,03 22 57.931,+00 03 15.27,0.014,1.28,1.19,0.157,1.57,0.0,33.7,g,SDSS J03229+0003,50.7417,0.0542,18.05,V,,0.036,S1,182.4984,-44.5888,O,N,0.0,0,0.0,0,0.75,0.59,-17.1,0,3,951,AGN,"  SEYFERT TYPE 1",8084,6103,8084-6103,1-38007,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,50.7416763778,0.0541373977095,182.498435297,-44.5887828012,50.741676,0.054137397,0.11755,15,13501.4,0,22.7644,55.0389,ma124,28,6,8644,51.3431,0.0,1.2013,1.23705,1.28099,1.24692,1.71219,2.20028,0.827723,0.959795,0.981968,57340,57424,57427,2.62596,2.52804,2.45208,2.40602,4608,0,0,1,plateTargets-1.par,7725,J032257.99+000314.9,61,61,0,0.035737,0.0233704,0.0304724,0.0457532,0.0501466,0.0163897,0.0376721,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.397734,0.266689,0.278197,138,3438,4,v1_0_1,40508,-999,0.035737,0.0359821,"(-13.7794, -15.2838, -17.7476, -19.2927, -20.0778, -20.4829, -20.7367)","(-13.8094, -15.196, -17.6443, -19.2861, -20.0088, -20.3621, -20.6537)","(9.81749, 133.122, 146.919, 2353.8, 2450.67, 1462.16, 1013.11)",1.53525E10,1.31349E10,0.415658,122.352,"(0.959886, 0.94715, 0.59689, 0.439186, 0.318534, 0.241535, 0.171251)",5.70284,4.20247,"(1.04152, 3.55374, 62.5568, 275.767, 596.968, 937.92, 1248.99)","(9.67752, 13.1295, 0.0938811, 0.732463, 0.315405, 0.0072326, 0.00586285)","(1.02158, 3.74436, 45.7392, 263.636, 589.147, 913.674, 1292.51)","(11.2662, 14.2221, 0.130844, 0.68267, 0.421853, 0.00497357, 0.00810489)",0.309762,1.78456,122.552,6.58939,"(1.06567, 3.94322, 51.683, 262.896, 634.739, 1013.18, 1393.95)","(26.5171, 23.3278, 0.590596, 2.46703, 0.812647, 0.289898, 0.0329215)"
134.61922,0.02345278,J085828.6+000124,FITS,08 58 28.612,+00 01 24.43,0.014,4.97,4.73,0.152,1.24,0.0,52.3,g,SDSS J08584+0001,134.6188,0.0233,16.6,V,,0.028,S1,228.6723,27.9455,O,Y,0.0,0,5.0,2530,0.55,0.3,-18.2,0,3,951,AGN,"  SEYFERT TYPE 1",12511,6101,12511-6101,1-53288,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,134.619164107,0.0234601988079,228.672447905,27.9459762497,134.61916,0.023460202,0.0288089,12,10801.0,4096,23.4836,59.9894,ma037,21,1,12810,135.11479,1.2773089,1.18912,1.23544,1.30429,1.50818,1.60523,1.75634,0.640113,0.8652,0.875441,58894,58895,58896,2.6292,2.59228,2.59294,2.60651,1552,0,0,1,plateTargets-1.par,7281,J085828.59+000124.5,61,61,0,0.028463524,0.024793629,0.032833148,0.049327843,0.053974506,0.02099348,0.03874062,0.67973006,0.9694194,0.39496186,0.42636964,-999.0,-999.0,0.40103647,0.25038287,0.26264805,95,1239,4,v1_0_1,56590,-999,0.028463524,0.027905397,"(-15.21699, -16.289455, -18.490824, -19.863077, -20.47698, -20.682848, -20.873768)","(-14.67667, -15.999542, -18.325253, -19.820177, -20.449755, -20.716146, -20.924925)","(164.72249, 525.1588, 366.2692, 2437.5242, 2462.4146, 2488.05, 1087.344)",1.5850414E10,1.741043E10,0.7282109,155.68582,"(0.24096574, 0.23776838, 0.14984058, 0.11025127, 0.079963416, 0.06063384, 0.042990148)",5.9249706,5.5070004,"(7.015293, 25.275347, 248.9904, 1034.6234, 1915.3575, 2661.1946, 3349.838)","(2.7142196, 4.0308337, 0.042299747, 0.04825863, 0.021217111, 0.043581765, 0.0023937845)","(7.5192895, 26.223576, 224.11316, 1008.5875, 1882.6111, 2547.4631, 3183.8076)","(4.6634603, 5.635419, 0.10194096, 0.11303196, 0.054476786, 0.09455562, 0.0059116133)",0.50701904,2.7664979,157.18573,6.3524547,"(12.580366, 34.73699, 259.886, 1055.519, 1923.0808, 2480.6458, 3040.432)","(2.4275901, 3.0932565, 0.30674568, 0.098396756, 0.16881084, 0.08258762, 0.016177945)"
332.86435,-0.05058611,J221127.4-000302,FITS,22 11 27.445,-00 03 02.11,0.014,4.48,3.83,0.102,0.0,0.0,93.5,g,NPM1G-00.0576,332.8646,-0.0506,15.8,V,,0.052,S3,61.4028,-43.0176,O,Y,0.0,0,4.0,1517,0.0,0.0,-21.0,0,0,1517,AGN,"           LINER",12067,6102,12067-6102,1-26462,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,332.864312817,-0.0506007477888,61.4024416932,-43.0173489568,332.86431,-0.050600746,0.0637068,12,10800.9,4098,18.6939,29.4815,ma123,24,6,12458,333.17307,0.0,1.19028,1.20573,1.28487,1.11172,1.19614,1.27297,0.854565,0.86399,0.881769,58779,58780,58780,2.41295,2.41029,2.40098,2.38141,1040,0,0,1,plateTargets-1.par,7667,J221127.42-000302.1,61,61,0,0.052349173,0.03286419,0.057695925,0.083487354,0.092297986,0.03286419,0.057695925,0.67973006,0.12698813,0.06314869,0.06739345,-999.0,-999.0,0.12716198,0.06319165,0.06744238,190,4207,3,v1_0_1,28309,-999,0.052349173,0.05297453,"(-14.589715, -16.220432, -19.306906, -21.088142, -21.988514, -22.418972, -22.74744)","(-14.0725355, -16.342966, -19.340342, -20.900791, -21.653357, -22.045666, -22.248295)","(10.062961, 507.4844, 210.41695, 2385.6123, 2428.2615, 2398.7434, 1009.77423)",9.178752E10,6.385827E10,0.7828731,97.58267,"(0.529778, 0.5227484, 0.32943374, 0.24239421, 0.1758045, 0.13330723, 0.094516486)",6.7313137,6.3904896,"(0.8274057, 6.550348, 157.2123, 641.97565, 1427.8982, 2299.5317, 2631.1868)","(14.823607, 66.58383, 0.027125867, 0.08305335, 0.035348617, 0.008235903, 0.0013237988)","(0.82967985, 6.330612, 119.39541, 598.00726, 1361.0564, 2125.6978, 2699.852)","(17.514698, 79.3899, 0.036712553, 0.17186956, 0.053849455, 0.015450625, 0.001790539)",0.7800622,4.8093166,167.82996,10.631307,"(1.4616861, 5.5158796, 113.39971, 698.22217, 1813.8616, 2932.3066, 4173.9526)","(33.479897, 145.60913, 0.1810033, 0.22492345, 0.048102517, 0.01683581, 0.0034765468)"
328.24622,-0.1513361,J215259.0-000904,FITS,21 52 59.090,-00 09 04.81,0.047,0.89,1.02,0.1,3.54,0.0,79.3,g,SDSS J21529-0009,328.2462,-0.1508,17.36,V,,0.028,S2,57.5797,-39.4013,O,Y,0.0,0,2.0,2530,0.72,0.62,-17.3,0,3,951,AGN,"  SEYFERT TYPE 2",12066,6103,12066-6103,1-26025,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,328.246177996,-0.150981657389,57.5795081147,-39.401264069,328.24618,-0.15098166,0.127911,15,13501.1,0,23.6946,52.9205,ma147,28,1,12457,328.37307,-0.0,1.19203,1.20326,1.25478,1.26628,1.34133,1.50892,0.866272,0.90027,0.922429,58753,58755,58755,2.508,2.49254,2.46292,2.4382,1552,0,4,1,plateTargets-1.par,7665,J215259.07-000903.4,61,61,0,0.027650794,0.023776777,0.031072361,0.046687413,0.051137816,0.020813663,0.033175267,0.67973006,1.1782019,0.4667348,0.5049364,-999.0,-999.0,0.71061033,0.37022853,0.39386553,159,4207,3,v1_0_1,27838,-999,0.027650794,0.028263412,"(-14.886762, -15.678236, -18.090342, -19.714354, -20.46646, -20.840666, -21.134903)","(-14.277965, -15.18552, -17.811913, -19.338762, -20.07284, -20.464022, -20.728771)","(29.972088, 166.83063, 162.52124, 2363.1748, 2416.6238, 2403.0078, 998.4065)",2.1349587E10,1.5559321E10,0.7247779,56.692802,"(1.0593154, 1.0452594, 0.6587179, 0.48467833, 0.35152915, 0.2665539, 0.18899004)",6.047485,5.2907553,"(2.5610788, 5.3011756, 80.853745, 441.3786, 1013.53894, 1616.1061, 2104.7866)","(5.4680843, 8.853592, 0.03853363, 0.20346475, 0.07561153, 0.025771838, 0.0020770538)","(2.6072743, 5.5717483, 87.13242, 439.41882, 1017.1485, 1608.0066, 2249.806)","(5.4592733, 8.641626, 0.042504456, 0.2636104, 0.08256411, 0.028237842, 0.0022923558)",0.6843079,4.0023727,55.679504,9.888978,"(4.5457764, 9.0449295, 110.92928, 622.4552, 1449.8384, 2274.625, 3258.5906)","(5.8062177, 8.770013, 0.15438613, 0.23844871, 0.06723915, 0.029470583, 0.004603089)"
149.45647,-0.21093333,J095749.5-001239,FITS,09 57 49.551,-00 12 39.36,0.866,1.08,0.86,0.149,0.9,0.0,41.3,g,SDSS J09578-0012,149.4563,-0.2111,17.21,V,,0.033,S1,238.8937,40.16,O,N,0.0,0,0.0,0,0.46,0.53,-18.0,0,3,951,AGN,"  SEYFERT TYPE 1",10843,1901,10843-1901,1-837,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,149.456451416,-0.210921883583,238.893752622,40.1602251627,149.45645,-0.21092188,0.0315256,12,10800.9,4096,19.1974,53.2715,ma060,29,3,11299,149.33122,-0.01605556,1.19251,1.22934,1.32547,1.32692,1.73596,2.01937,0.446749,0.853654,0.910208,58896,58896,58896,2.57681,2.57553,2.59461,2.5906,0,0,16777216,1,plateTargets-1.par,7317,J095749.53-001239.3,19,-999,0,0.033022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,225,756,3,v1_0_1,888,-999,0.03294319,0.032322124,"(-13.665149, -15.26989, -17.319202, -18.904392, -19.58175, -19.613264, -19.890179)","(-13.668368, -15.20061, -17.434156, -18.925617, -19.527992, -19.784578, -20.003487)","(74.86817, 419.61115, 365.50818, 2333.3047, 2483.3972, 2467.318, 1079.926)",5.9599073E9,7.010838E9,0.66626096,135.34747,"(0.2580338, 0.25460997, 0.16045408, 0.11806059, 0.085627384, 0.06492865, 0.046035223)",2.608832,2.31474,"(1.8419636, 7.947575, 73.11354, 326.89783, 592.71625, 801.85925, 1002.5585)","(27.902176, 22.92307, 0.8263614, 0.34672892, 1.1250641, 0.30475667, 0.037418142)","(2.0299938, 9.090183, 70.815865, 324.02948, 587.3104, 799.5847, 1006.067)","(24.331554, 18.216034, 0.99639106, 0.39288843, 1.2779682, 0.3480027, 0.044812635)",0.4330035,3.185785,140.81696,2.1592958,"(1.9179188, 9.728614, 63.30947, 319.64023, 614.23615, 686.3449, 907.4357)","(26.124172, 14.3754225, 3.167806, 2.0416243, 0.858581, 0.4060539, 0.12458469)"
31.56664,-0.29145834,J020615.9-001729,FITS,02 06 15.994,-00 17 29.25,0.014,2.96,3.36,0.101,2.94,1.16,37.6,g,MARK 1018,31.5667,-0.2911,15.5,V,,0.043,S1.9,159.8192,-57.7015,O,Y,0.0,0,4.0,2530,0.4,-0.58,-20.4,1464,3,453,AGN,"  SEYFERT TYPE 2",10223,3701,10223-3701,1-35650,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,31.5666031749,-0.291437101791,159.819374497,-57.7017890017,31.566603,-0.2914371,0.0272385,9,8100.7,4162,16.2929,33.0877,ma062,23,3,10680,32.69307,7.0E-8,1.19342,1.23259,1.30668,1.40913,1.67372,1.92942,0.857352,0.911182,0.945565,58784,58786,58787,2.53837,2.48126,2.46456,2.43515,1040,0,0,1,plateTargets-1.par,7707,J020615.98-001729.2,37,37,0,0.0429575,0.040454,0.0759779,0.108852,0.12111,0.0353034,0.132411,0.67973,0.0539934,0.0269736,0.0287845,-999.0,-999.0,0.0091868,0.0126399,0.0130238,326,4263,3,v1_0_1,38010,-999,0.0429575,0.0433773,"(-21.0248, -20.9919, -22.642, -22.6463, -22.9478, -23.2654, -23.2636)","(-19.8596, -19.9542, -20.9464, -21.5654, -22.1021, -22.4191, -22.639)","(613.203, 620.505, 396.25, 2485.3, 2477.38, 2489.59, 1101.54)",1.15453E11,7.29634E10,0.756885,169.237,"(0.230223, 0.227169, 0.143161, 0.105336, 0.0763986, 0.0579307, 0.0410736)",4.333,4.23723,"(377.607, 398.18, 1054.84, 2064.87, 3504.53, 4956.38, 6118.32)","(0.253609, 0.607315, 0.0382421, 0.111539, 0.0336225, 0.0244602, 0.00327283)","(409.7, 434.696, 1076.45, 2061.03, 3485.43, 4931.49, 6200.02)","(0.228157, 0.538216, 0.0429969, 0.117263, 0.0265641, 0.0289914, 0.00392346)",0.605614,6.0,175.656,11.5358,"(1187.68, 1115.03, 5158.07, 5704.73, 7776.66, 10994.1, 11329.7)","(0.0224164, 0.0660517, 0.00199766, 0.00366937, 8.15844E-4, 0.00110267, 8.51742E-4)"
146.37335,-0.3652528,J094529.6-002154,FITS,09 45 29.603,-00 21 54.91,0.014,1.77,1.54,0.138,0.59,0.0,90.0,g,2MASS J09454-0021,146.3733,-0.365,16.87,O,,0.051,S2,236.7169,37.5798,O,Y,0.0,0,10.0,483,0.0,0.0,-19.9,0,0,777,AGN,"  SEYFERT TYPE 2",12512,12702,12512-12702,1-585711,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,146.373498466,-0.365219518194,236.717361546,37.5798302973,146.3735,-0.36521952,0.113059,15,13501.2,4096,18.598,61.6372,ma078,25,3,12811,146.87065,0.01674218,1.19455,1.20374,1.28131,1.4165,1.60287,1.74064,0.821213,0.862015,0.878538,58904,58906,58906,2.45595,2.42835,2.44791,2.46267,4224,0,0,1,plateTargets-1.par,7305,J094529.60-002154.9,127,169,0,0.05149904,0.028511502,0.04317205,0.06369561,0.06991232,0.02188749,0.05347901,0.67973006,-999.0,-999.0,-999.0,-999.0,-999.0,0.13898885,0.0952066,0.09908666,174,1239,3,v1_0_1,623404,-999,0.05149904,0.050884902,"(-17.968603, -18.56855, -19.903873, -20.93868, -21.475357, -21.798376, -22.008825)","(-18.04984, -18.632265, -19.743101, -20.680458, -21.202412, -21.524742, -21.739346)","(373.07574, 555.43085, 284.86667, 2360.0532, 2390.8577, 2298.4653, 953.72217)",3.4392437E10,2.5670228E10,0.39432195,174.55145,"(0.9224153, 0.9101758, 0.5735888, 0.42204115, 0.30609944, 0.23210594, 0.16456601)",11.302472,8.556317,"(29.941599, 44.663017, 194.27872, 509.25204, 900.5407, 1425.2228, 1628.9165)","(1.0144479, 2.0893705, 0.023253618, 0.11883274, 0.04515218, 0.009887579, 0.0014341773)","(28.540184, 47.39246, 163.47202, 487.19214, 861.96094, 1339.4879, 1718.5045)","(1.3394989, 2.6189318, 0.043657895, 0.20938678, 0.08689111, 0.018732678, 0.00268753)",0.3248044,2.5491583,174.72778,16.293262,"(26.195236, 44.58638, 184.14659, 612.3658, 1096.9968, 1736.7843, 2205.1877)","(1.0495632, 1.7737378, 0.119941354, 0.30415988, 0.13633531, 0.020775026, 0.0065236287)"
