RA,DEC,Z,PLATEIFU,LOG_MASS,GZ2_CLASS,ELLIP,LOG_OI_HA_CEN_2.5_ARCSEC,LOG_OIII_HB_CEN_2.5_ARCSEC,LOG_NII_HA_CEN_2.5_ARCSEC,LOG_SII_HA_CEN_2.5_ARCSEC,EDGE_ON_FRAC,FACE_ON_FRAC,OIII_LUM,LOGSFRSED,LOGSFRSEDERR,GLOBAL_AV,GLOBAL_AV_ERR,AV_MEAN_CEN,AV_MEAN_OUTER,AV_MEAN_CEN_ERR,AV_MEAN_OUTER_ERR,SF_AV,LINER_AV,COMP_AV,AGN_AV,SEYFERT_AV,SF_ERR,LINER_ERR,COMP_ERR,AGN_ERR,SEYFERT_ERR,DN_SF,DN_LINER,DN_COMP,DN_AGN,DN_SEYFERT,EWHA_MEAN_CEN,EWHA_MEAN_OUTER,EWHA_MEAN_CEN_ERR,EWHA_MEAN_OUTER_ERR,SEYFERT_CEN,LINER_CEN,SEYFERT_OUTER,LINER_OUTER,OIII_MEAN_CEN,OIII_MEAN_OUTER,OIII_MEAN_CEN_ERR,OIII_MEAN_OUTER_ERR,DUST_OIII_MEAN_CEN,DUST_OIII_MEAN_OUTER,DUST_OIII_MEAN_CEN_ERR,DUST_OIII_MEAN_OUTER_ERR,DN_MEAN_CEN,DN_MEAN_OUTER,DN_MEAN_CEN_ERR,DN_MEAN_OUTER_ERR,OIII_OII_MEAN_CEN,OIII_OII_MEAN_OUTER,OIII_OII_MEAN_CEN_ERR,OIII_OII_MEAN_OUTER_ERR,OIII_HB_MEAN_CEN,OIII_HB_MEAN_OUTER,OIII_HB_MEAN_CEN_ERR,OIII_HB_MEAN_OUTER_ERR,NII_HA_MEAN_CEN,NII_HA_MEAN_OUTER,NII_HA_MEAN_CEN_ERR,NII_HA_MEAN_OUTER_ERR,SII_HA_MEAN_CEN,SII_HA_MEAN_OUTER,SII_HA_MEAN_CEN_ERR,SII_HA_MEAN_OUTER_ERR,OI_HA_MEAN_CEN,OI_HA_MEAN_OUTER,OI_HA_MEAN_CEN_ERR,OI_HA_MEAN_OUTER_ERR,VLAF_FLUX,VLAF_POWER,VLAF_CHECK,VLASS_FLUX,VLASS_FLUX_ERR,VLASS_POWER,VLASS_CHECK,LOFAR_FLUX,LOFAR_FLUX_ERR,LOFAR_POWER,LOFAR_CHECK,ANY RADIO
195.32127,53.860824,0.03,11955-12703,10.944,SBb?t,0.74,-1.292083808,0.563990518,0.071758838,0.144397376,0.064999998,0.935000002,4.77887863,0.071,0.117,0.461762395,0.009579107,-0.203154327,-0.017854333,0.07040114,0.053544566,0.726510879,-0.397209184,0.633717215,-0.164709792,-0.033239115,0.033747906,0.10628213,0.061196302,0.073025766,0.447956318,1.539745514,1.989823592,1.602511017,1.983754638,1.978111429,2.484643796,2.421940606,0.096660355,0.074354909,,TRUE,,TRUE,4.032274641,3.147776231,0.050128696,0.04975541,3.994994299,2.941715895,0.03275227,0.009726484,1.976222701,1.901057514,0.003315555,0.005648166,0.234187451,0.076622497,0.007883325,0.014366624,0.443612371,0.320224941,0.007641727,0.018846481,0.083811351,-0.061061953,0.058272039,0.169881758,-0.325180109,-0.310835921,0.232556523,0.243948452,-1.151968812,-0.9917734,0.216169575,0.379672207,,,,,,,,3.465,0.146,6.36E+21,TRUE,TRUE
250.28183,22.823568,0.034,11978-6103,10.543,Er,0.286,-1.307098586,0.834733062,-0.172968714,-0.220715709,0,1,5.652501394,-0.392,0.567,-0.467781352,0.034761438,0.850118281,-0.618232846,0.05018054,0.182501309,,,,0.825866899,0.827184052,,,,0.052826479,0.053124967,,,,1.668213957,1.669730879,11.15365149,2.25701501,0.507816226,0.037743511,TRUE,,TRUE,,5.278698258,4.221046728,0.043038603,0.042992343,4.926911627,3.247687337,0.039938187,0.016388716,1.681328317,1.624603777,0.002216612,0.005964912,0.637852788,0.502872319,0.005548618,0.021616626,0.837835164,0.785510841,0.004136122,0.013085573,-0.127821017,-0.223101959,0.032769797,0.179851259,-0.534876052,-0.444058897,0.027971806,0.142547285,-1.300901877,-1.040483194,0.045194451,0.286729829,,,,,,,,,,,,
254.31723,27.849614,0.034,11952-12704,11.163,Sc2m,0.743,-1.871535827,0.943982826,-0.143343765,-0.18746297,0.023,0.976999998,6.154384725,0.684,0.413,0.143513267,0.022595589,0.389646072,0.276961489,0.021746488,0.020146859,,0.103058456,0.209382147,0.410787144,0.433259457,,0.140613815,0.180292577,0.014177656,0.013520965,,1.724804808,1.530503636,1.753387547,1.755819883,35.84912356,20.54061349,1.5685742,0.82375721,TRUE,,TRUE,,5.867895181,4.868007977,0.036629328,0.028148514,5.683978634,4.569136269,0.032770862,0.027150239,1.889248218,1.839144131,0.004334418,0.004269808,1.004754349,0.852411828,0.006604577,0.008398615,0.923185191,0.827166944,0.0026213,0.006638559,-0.096044015,-0.041149436,0.030982836,0.062577048,-0.511049772,-0.428851814,0.04991323,0.093811692,-1.752124683,-1.551263389,0.028169356,0.20956266,,,,,,,,,,,,
258.15878,57.322394,0.027,7991-3702,10.462,Ei,0.672,-1.932216582,0.461373629,-0.229218578,-0.447464536,0.097000003,0.902999997,4.802595976,-0.614,0.424,0.138658047,0.118735795,1.349967718,-0.902127448,0.052641534,0.202546719,,,,1.510319505,1.553897817,,,,0.08986081,0.080314259,,,,1.690671489,1.690664783,5.230178023,1.507073466,0.245195754,0.027745571,TRUE,,TRUE,,4.59551119,2.686487828,0.065688873,,3.758945581,2.67365556,0.038701555,0.011238095,1.696788079,1.706403363,0.002969298,0.004142204,0.589037288,-0.011756586,0.022942736,,0.456432521,0.00554441,0.009209602,,-0.188397133,-0.08165679,0.053174706,0.188669048,-0.678252884,-0.426857774,0.12046286,0.299857741,-1.800945071,-0.895235355,0.186297207,0.299249184,,,,,,,,,,,,
312.18289,-0.93648097,0.054,9191-6102,10.9,SBb2m,0.75,-1.702079959,0.354296561,-0.155690899,-0.342992912,0.175999999,0.824000001,4.968511974,0.235,0.123,-0.179442841,0.020795627,0.702276143,0.603605554,0.039066995,0.023051147,0.513056242,,0.52580678,0.755939174,0.755939174,0.030461468,,0.032284316,0.058614439,0.058614439,1.42216931,,1.493787202,1.663549333,1.663549333,7.967329778,10.44379065,0.093980456,0.186251498,TRUE,,TRUE,,5.19815397,,0.029811866,,4.725906946,3.907850118,0.021748301,0.017893263,1.646823333,1.505420463,0.003845448,0.004789461,0.497554167,,0.016687516,,0.307991801,,0.005727797,,-0.145833242,-0.281031289,0.035129258,0.044854725,-0.665715593,-0.697331431,0.03444087,0.056494358,-1.627673549,-1.747878232,0.192527372,0.306556025,,,,,,,,,,,,
317.32659,-6.1318794,0.029,12679-1902,10.443,-9999,0.581,-1.971073732,0.719942521,-0.176023967,-0.227756397,0.165003451,0.834996549,5.433378875,-0.123,0.19,0.41989656,0.02105934,0.551498753,0.33355123,0.025948347,0.050386159,,,0.562247084,0.581721232,0.616534651,,,0.03848085,0.049867428,0.039888791,,,1.433994462,1.503701129,1.49820193,14.46085834,8.151014664,0.26571551,0.284679968,TRUE,,TRUE,,5.27167367,3.424474114,0.040549774,0.156531142,4.529529162,3.424211553,0.039319574,0.016316386,1.445644621,1.491259486,0.004820596,0.005171649,0.597877195,0.040020549,0.013024767,0.036807271,0.597294394,0.243162118,0.013382723,0.024033418,-0.234095519,-0.229091339,0.053330137,0.061118096,-0.538062936,-0.470515128,0.050981899,0.111211058,-1.921384471,-1.707989428,0.243199593,0.271948033,,,,,,,,,,,,
328.24614,-0.15094182,0.028,12066-6103,10.756,Sb,0.689,-1.472502595,1.106255239,0.017791876,-0.243871941,0.050000001,0.949999988,5.867630583,-0.167,0.357,-0.105518716,0.035353691,0.819113543,-0.079772283,0.037733369,0.083095763,,,,0.949691337,0.953331533,,,,0.041912398,0.042867971,,,,1.7785223,1.780721077,10.32385101,2.374260642,0.505603384,0.040132269,TRUE,,TRUE,,5.275556196,4.103229651,0.049138792,0.040144918,4.893210491,3.12175244,0.043827258,0.012981453,1.802824564,1.710742694,0.003641205,0.003297854,0.955244476,0.529976176,0.011334307,0.03026232,0.979678846,0.546388368,0.008558284,0.018009055,-0.000479,-0.080380721,0.055213682,0.148945739,-0.57798523,-0.433264729,0.045554624,0.211099663,-1.630017955,-1.567881454,0.156120126,0.273595072,,,,,,,,,,,,
334.42341,0.15208873,0.045,12067-6104,10.644,Er,0.236,-1.672653721,0.711683234,0.193382915,-0.175241555,0,1,5.217242462,-0.395,0.739,-1.158433373,0.06113885,1.082544616,-1.664375384,0.112131717,0.266839044,,-1.348178978,,0.679541954,1.329959004,,0.474716504,,0.161397875,0.115943345,,1.82445087,,1.779377544,1.764911558,6.408137541,2.024044553,0.226140805,0.0536616,TRUE,,TRUE,,5.108817079,3.836650008,0.052021763,0.142635271,4.672296934,3.346790558,0.040378367,0.018860855,1.755768197,1.856843622,0.004134524,0.009839875,0.388961954,0.150333992,0.015304498,0.027699277,0.641781,0.453699633,0.007333491,0.031968516,0.181558125,0.245881501,0.035196451,0.173504132,-0.491789716,-0.339461403,0.071351914,0.293336814,-1.448820038,-0.726769753,0.093222224,0.434891803,,,,,,,,,,,,
31.81698,-1.01257,0.117,10223-12701,11.764,-9999,0.808,,-0.080608038,0.090979485,-0.346333537,0.333333333,0.666666667,4.977012037,-0.28,0.855,-2.665130409,0.050663764,0,0,0,0,,-0.158171504,,-0.158171504,,,0.076674624,,0.076674624,,,1.963084342,,1.963084342,,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,
223.04597,-0.2561,0.043,11834-9101,11.339,SBb?t,0.501,-1.405622644,0.240738411,0.100398487,0.164034995,0.045000002,0.954999983,4.652359557,0.182,0.146,0.036113888,0.026381422,-0.619223914,0.037688762,0.065903954,0.031127325,0.749531512,-0.251324333,0.394662903,-0.171959501,,0.041331006,0.054642163,0.021126577,0.049908253,,1.452570714,1.843141845,1.582322068,1.835640077,,3.278581449,5.854194911,0.045849061,0.188302447,,TRUE,,TRUE,4.197676148,3.833783462,0.034482617,0.018728636,4.364918033,3.770778297,0.019163369,0.009938058,1.946237536,1.754258214,0.003184423,0.007089729,-0.164536853,-0.132044763,0.00619117,0.008278693,0.098403807,0.115394263,0.005002032,0.005371494,0.134230267,-0.057316951,0.038061538,0.115196781,-0.191397927,-0.440855585,0.047890876,0.130203432,-1.07497663,-1.564719037,0.22619934,0.27943054,,,,,,,,,,,,
7.08553,-0.21785,0.061,8656-12702,11.422,SBb2m(r),0.492,-1.73070224,0.076224708,-0.028386174,-0.187781121,0,1,4.814928986,0.696,0.097,0.474750638,0.018862489,1.369590932,-0.043166536,0.041480746,0.112612256,0.794033321,-0.104146962,0.621931357,0.192961833,0.548925726,0.019557823,0.172961806,0.101947616,0.145749612,0.63780099,1.399438774,1.743936792,1.517582286,1.75029561,1.714662857,6.818591622,2.227694086,0.17142478,0.088829248,,TRUE,,TRUE,0,0,,,4.579915202,3.886582108,0.022796499,0.017679745,1.527787297,1.787837386,0.00861797,0.005636844,0,0,,,0,0,,,0.033946728,0.024779245,0.014049046,0.082029135,-0.527585012,-0.442545278,0.02496502,0.104987469,-1.51808019,-1.310897361,0.123988754,0.260578294,,,,,,,,,,,,
20.77561,0.34781,0.047,12075-6104,10.727,Sc2m,0.794,-1.624997991,0.550117472,-0.013811994,-0.144962779,0.333000004,0.666999996,4.874678443,-0.173,0.343,-0.486517214,0.043633499,0.384106167,-0.237117721,0.055886151,0.079707291,,-1.534383996,0.284928997,0.097671034,0.471683719,,0.567691951,0.07321286,0.146527614,0.087414671,,1.58172625,1.640865833,1.708560755,1.740931481,4.429729825,4.736341737,0.084458655,0.088157617,TRUE,,TRUE,,4.752035256,3.575477262,0.036077177,0.144612962,4.445493525,3.387010948,0.031048769,0.018764394,1.72120386,1.775743403,0.005589591,0.0186739,0.440993525,0.126483752,0.01518332,0.019945135,0.468750001,0.201241986,0.0146121,0.039900991,-0.066836711,-0.200896234,0.057475415,0.167112053,-0.467814835,-0.442614369,0.102443074,0.197458837,-1.700261131,-1.289869739,0.225195572,0.320429729,,,,,,,,,,,,
39.44656,0.40508,0.047,8077-6103,10.75,-9999,0.755,-1.581503591,0.55423335,-0.079020894,-0.143075445,0,1,5.227896046,,,0.371683419,0.036098452,0.522439324,0.46564754,0.018772314,0.019108489,0.399172932,,0.557449306,0.544584888,0.544584888,0.020141348,,0.023927962,0.019792965,0.019792965,1.36423323,,1.411777869,1.580246481,1.580246481,11.63711965,14.83436232,0.134975208,0.082198217,TRUE,,TRUE,,5.184744526,4.979291232,0.021199056,0.032874739,4.918899055,3.941938748,0.023191211,0.017226459,1.576708421,1.402721197,0.007291883,0.002654598,0.413300042,0.337061026,0.011134823,0.032409043,0.474945002,0.366458387,0.013108123,0.012196037,-0.123001284,-0.366414521,0.062636943,0.062709368,-0.45290892,-0.611452839,0.071306284,0.05264952,-1.573983411,-1.740279265,0.14080779,0.137965604,,,,,,,,,,,,
324.2599,0.42825,0.051,7968-12704,11.431,Sb2l,0.729,-1.468710776,0.369565024,0.00852532,-0.105965888,0.07,0.930000007,4.63818548,0.535,0.215,-1.133931288,0.034848367,0.713295438,-0.602153392,0.070673268,0.122244317,1.809986276,-0.220344414,0.486728505,0.152432268,,0.171110839,0.132504028,0.134379449,0.106891145,,1.494458,1.9677475,1.841157333,1.964549016,,3.083653556,1.845884621,0.075304518,0.05060646,,TRUE,,TRUE,4.632674609,3.922400096,0.060741301,0.082999332,4.397787154,3.707217896,0.022899975,0.017809434,1.951414,1.920500242,0.006481452,0.005109491,0.100662226,0.028489063,0.029709368,0.028786338,0.134663072,0.160131159,0.009088712,0.019740598,-0.008581203,0.001246561,0.027559636,0.120705554,-0.54188952,-0.551001322,0.114824055,0.166519479,-1.626064812,-1.316894939,0.247112795,0.33201184,,,,,,,,,,,,
250.45564,37.30927,0.099,12667-12704,11.484,Er,0.469,-1.672125252,0.277591167,0.090849059,0.270493849,0,1,5.160138214,0.518,0.116,-1.048327442,0.034181467,-0.885102727,-0.89566746,0.048336191,0.057734113,0.7770697,-0.908571149,0.099619273,-0.886494434,,0.475232791,0.051259809,0.267307401,0.050630367,,1.520645,1.8953581,1.701994286,1.889295481,,4.044124615,3.645642632,0.055917427,0.076071335,,TRUE,,TRUE,4.796930882,4.382510665,0.029946734,0.030042742,5.077737687,4.654852883,0.015086779,0.022209911,2.013207692,1.898639605,0.003796454,0.006634613,-0.099184752,-0.122047199,0.006279632,0.013729173,0.102266394,0.060070428,0.005330311,0.00761212,0.11572641,0.049964801,0.009520545,0.066882253,-0.157953093,-0.237461359,0.01741342,0.076171222,-1.06091103,-1.185049205,0.027705608,0.110808079,22.51,3.66E+23,TRUE,19.471,0.201,3.17E+23,TRUE,4.132,0.206,6.72E+22,TRUE,TRUE
202.3175,53.08199,0.029,11758-6104,11.305,Sb2l(d),0.667,-1.804919333,0.214226198,0.077136836,-0.057411314,0.023,0.976999998,4.556359839,0.214,0.192,1.080690653,0.017462696,1.755015118,1.190484593,0.048624871,0.034165139,1.279886303,1.014085934,1.427725236,1.337732504,,0.043252703,0.105613283,0.031595205,0.083388966,,1.571606267,1.776420603,1.731541445,1.783198925,,4.103388175,6.067969584,0.085465331,0.278334804,,TRUE,,TRUE,4.888088245,3.976064504,0.049327005,0.064617657,4.065038458,3.300731738,0.022307433,0.009038486,1.712995474,1.754934486,0.00362445,0.003955861,-0.114124441,-0.172641267,0.013487517,0.01531333,0.102414189,0.12847544,0.008739261,0.014026302,0.09636815,-0.113295782,0.09644019,0.166097448,-0.514306286,-0.616139115,0.174911992,0.150166858,-1.551404518,-1.6719578,0.146912049,0.286891749,,,,2.221,0.345,3.82E+21,TRUE,,,,,TRUE
332.45224,0.8293,0.086,12067-12702,11.322,SBb2m(r),0.484,-1.139431516,0.532878312,-0.042800928,0.017367098,0.028999999,0.971000016,4.986842019,0.595,0.031,-1.191815185,0.032149763,-0.267779255,-2.562749912,0.536810828,0.240758639,,-1.383634791,,-0.555082857,,,0.290916821,,0.341989159,,,1.963811304,,1.970285938,,2.401306714,1.651713637,0.158444338,0.076154196,,TRUE,,TRUE,5.04281726,4.056120877,0.170062171,0.163407777,4.860260851,4.191348715,0.018141493,0.033034992,1.972826667,1.964045,0.00643747,0.00679322,0.074224116,0.06015284,0.010761122,0.051560381,0.413117515,0.200456712,0.042663175,0.034895235,0.061307344,-0.046769043,0.239381483,0.16984652,-0.549716685,-0.179142085,0.246053885,0.237727378,-0.998715326,-0.714728187,0.175903543,0.388989115,,,,,,,,,,,,
166.24014,1.03832,0.043,12491-1901,10.378,-9999,0.331,-1.223138148,0.573837643,-0.280007697,0.061582021,0,1,4.949360218,0.008,0.218,-0.378177493,0.035866515,1.066078748,-0.905445644,0.050678387,0.159844473,,0.061173339,,0.69104347,-0.017317282,,0.179185204,,0.067923377,0.14669705,,1.576396154,,1.565513643,1.556168824,7.626905942,5.087096816,0.119769047,0.142348861,,TRUE,,TRUE,5.087854277,4.249273636,0.027352046,0.049259396,4.657336941,3.706911984,0.02199326,0.020379735,1.536191884,1.631349003,0.004577608,0.01552329,0.284541347,0.363030344,0.009413267,0.015890094,0.584464466,0.569405731,0.003640604,0.011702322,-0.239402317,-0.282558758,0.059972705,0.203952457,-0.266581887,-0.300065954,0.025050833,0.180129413,-1.293206485,-1.058474527,0.175128422,0.299761409,,,,,,,,,,,,
220.95546,1.92599,0.079,11835-12705,11.563,SBc+t,0.786,-1.403914348,1.206770204,0.159754508,-0.047019687,0.034000002,0.966000021,5.62286024,,,0.869658065,0.020638983,1.411991242,1.224591776,0.055872215,0.048663652,1.272394643,,1.305935649,1.298993581,1.301500614,0.01736114,,0.059661988,0.046828504,0.050417574,1.44772078,,1.5907975,1.826488152,1.83862475,5.29716381,4.844408621,0.0811017,0.267330983,TRUE,,TRUE,,6.014983058,5.307517332,0.035901305,0.045738837,5.487839558,4.569119381,0.024192613,0.034591048,1.907655714,1.736326034,0.006465016,0.011263241,0.791634912,0.599451904,0.015388833,0.02197741,0.927318177,0.607550937,0.008082098,0.023669862,0.234623622,-0.038552868,0.020716327,0.181811437,-0.358060873,-0.518054686,0.039504666,0.119369712,-1.168767612,-1.476650844,0.036859159,0.284684946,,,,,,,,,,,,
221.25839,4.77406,0.061,11022-6104,11.027,Sc2m,0.76,-1.65100489,0.316761834,-0.161111487,-0.4679994,0.061000001,0.93900001,4.691450738,0.321,0.143,0.545401683,0.034011477,1.417484332,1.441586918,0.043787867,0.022605138,1.105172116,,1.25138836,,,0.023396687,,0.058727278,,,1.42302391,,1.505191099,,,5.55496027,9.891413295,0.081142862,0.262081578,TRUE,,TRUE,,0,0,,,4.4649043,3.780217869,0.021823499,0.014781105,1.638317838,1.510924034,0.004418751,0.004337534,0,0,,,0,0,,,-0.16790692,-0.354937234,0.059672817,0.046147193,-0.735539667,-0.769139553,0.03070899,0.050118087,-1.88509334,-1.9390951,0.095457445,0.130054824,,,,,,,,,,,,
140.01192,5.73558,0.038,10842-6102,11.108,Ei,0.848,-1.494203739,0.719595829,0.126476821,0.102164166,0.435000002,0.564999998,5.171950435,0.421,0.208,0.326436461,0.031891136,0.825615714,0.704908543,0.043852193,0.024133387,0.862591762,,0.880703104,0.834717724,0.952451653,0.022461136,,0.03594894,0.041860785,0.074292166,1.441309739,,1.53873035,1.753724845,1.737285581,4.477845955,6.733448692,0.109533192,0.134410953,TRUE,,TRUE,,5.034972445,4.456385725,0.029548913,0.062802148,4.669635038,3.433402284,0.032019742,0.015881153,1.76291382,1.537192126,0.00549442,0.004229911,0.400804425,0.250810929,0.009720124,0.044582295,0.545248739,0.308063476,0.009222759,0.027052032,0.121517744,-0.262066468,0.077463091,0.089440455,-0.411321098,-0.615682195,0.116827928,0.088173586,-1.489851906,-1.788853311,0.154105805,0.218951471,,,,,,,,,,,,
200.22285,32.190768,0.023,8442-9102,10.255,SBb2m,0.744,-1.557470002,0.77812854,-0.144396307,-0.277975466,0.023,0.976999998,5.05879475,-0.424,0.171,-0.136226031,0.013924205,0.582469153,-0.035661729,0.047172882,0.030407164,0.341209047,0.818696613,0.069001327,0.675835804,0.929083952,0.020927477,0.160349517,0.039567584,0.051413064,0.040707821,1.387244218,1.53733625,1.479666503,1.551473724,1.54834708,8.357877466,10.38345893,0.319048404,0.280031403,TRUE,,TRUE,,4.396271919,3.318981605,0.057150024,0.053811357,3.93465983,2.865176799,0.037033801,0.009868148,1.551964253,1.470717107,0.002288681,0.002717286,0.50004633,0.174435541,0.016317091,0.021424729,0.572563397,0.320701179,0.013409182,0.01680808,-0.158855325,-0.293807182,0.069639002,0.105906636,-0.49112505,-0.49964731,0.106151957,0.178127052,-1.551240255,-1.661778359,0.106081158,0.390908835,,,,,,,,2.106,0.495,2.32E+21,TRUE,TRUE
155.40137,6.02596,0.032,10519-9102,11.053,Sc?t,0.746,-1.348002075,0.235469094,-0.010947726,0.01818892,0.028999999,0.971000016,4.356209166,-0.016,0.123,0.736951708,0.011423985,0.564883623,0.799712739,0.044057576,0.016595461,0.904515512,0.348158852,0.923331984,0.487664615,,0.015438802,0.052429607,0.026272676,0.062642961,,1.482217565,1.871498571,1.605273149,1.867912239,,2.929484071,7.375063411,0.081704548,0.147623644,,TRUE,,TRUE,4.227428128,3.854276434,0.022405681,0.156882387,3.847817989,3.12353609,0.026511481,0.008775287,1.833517257,1.569141308,0.005069932,0.004229444,-0.047701252,-0.101386803,0.009366636,0.020336852,0.144639866,0.147244332,0.007908039,0.053767444,-0.053900842,-0.292384406,0.094645796,0.070706421,-0.39747535,-0.6174179,0.106511526,0.104421767,-1.440170953,-1.739710991,0.238404629,0.210473667,,,,,,,,,,,,
224.49203,11.00762,0.048,11970-6103,11.3,Sb?t,0.618,-1.648438799,0.459148411,-0.081123672,-0.158390751,0.030999999,0.968999982,5.181326547,0.452,0.199,0.885657032,0.027903396,1.025495141,1.169798415,0.054091048,0.01905582,1.115949438,,1.102303737,0.958560434,1.169440624,0.022347108,,0.017479466,0.064008624,0.029970948,1.4271074,,1.416113712,1.55808,1.5656145,7.137654898,11.83994303,0.246448974,0.163013153,TRUE,,TRUE,,5.381412207,5.091315921,0.039613551,,4.915241867,3.944450213,0.023715165,0.017465479,1.536917755,1.414955669,0.006474375,0.001543892,0.479786902,0.377959861,0.035075989,,0.367070368,0.191285673,0.013270214,,-0.079378648,-0.295454322,0.083082846,0.045724966,-0.522660789,-0.687430128,0.079872233,0.049354042,-1.426214453,-1.836269491,0.267613052,0.33632472,,,,,,,,,,,,
186.2511944,40.15731182,0.074,8988-6102,11.546,Sc?t(r),0.629,-1.701899159,0.042501037,-0.039698205,0.006274729,0,1,4.859647286,1.105,0.146,0.847345324,0.031946423,2.41211453,1.621749337,0.129371549,0.047936118,,1.323972878,1.183165863,1.329906674,,,0.071389651,0.052053714,0.065642189,,,1.689229715,1.596354035,1.683624384,,7.271258571,9.333382419,0.308442101,0.441660401,,TRUE,,TRUE,5.73161202,5.163795473,0.043005472,0.060527204,4.810382898,4.454966591,0.014307459,0.020990221,1.741582381,1.65557,0.005768856,0.005651536,-0.247691489,-0.275623835,0.016862546,0.010022557,0.078896208,0.028524495,0.019026542,0.010382543,0.055228793,-0.077398631,0.029734614,0.104458525,-0.297202027,-0.432796967,0.037714177,0.117791188,-1.256288886,-1.434645879,0.085156361,0.1710452,9.59,9.38E+22,TRUE,10.118,0.985,9.90E+22,TRUE,71.066,0.979,6.95E+23,TRUE,TRUE
158.87093,-0.39978,0.085,12518-6102,11.354,Ei,0.67,-1.286915429,0.265441225,-0.105880697,0.087855015,0,1,5.347518217,-0.058,0.61,-1.745524684,0.063283192,-0.412777981,-0.580212045,0.131140813,0.134377063,,-0.206218706,,-0.061291926,,,0.176012071,,0.192223225,,,1.992757308,,1.988204286,,5.288607619,3.95519358,0.122957086,0.174663271,,TRUE,,TRUE,5.192839391,4.876358916,0.054919849,0.124101857,5.233803499,4.56197753,0.016248891,0.029492106,2.012608571,1.969189886,0.007516575,0.005935635,-0.02745182,-0.022643503,0.008849374,0.028906577,0.150065471,0.203228288,0.011589196,0.027714848,-0.083001453,-0.182005162,0.05323624,0.135296095,-0.403679546,-0.358667556,0.063721096,0.162186198,-0.911411961,-1.190798252,0.064502792,0.215870975,,,,1.708,0.31,2.13E+22,TRUE,,,,,TRUE
345.66797,13.32908,0.028,12085-9102,10.924,-9999,0.693,-1.895930032,0.234702403,-0.152183322,-0.479705795,0.115384615,0.884615385,4.718671185,,,0.789588183,0.028394795,1.528016543,1.118229335,0.012184014,0.012233576,1.055033207,,1.186385508,,,0.016512027,,0.056315879,,,1.401691577,,1.532454054,,,14.53907785,20.12236768,0.339679508,0.248966221,TRUE,,TRUE,,0,0,,,4.033168871,3.269711,0.02793045,0.007011441,1.489844899,1.389774015,0.007272465,0.00212595,0,0,,,0,0,,,-0.343334629,-0.394690578,0.112592322,0.046896332,-0.876683602,-0.805423802,0.065478342,0.083089302,-2.105626841,-2.06129504,0.175033343,0.19440693,,,,,,,,,,,,
349.82666,13.91166,0.052,12087-6104,10.941,-9999,0.753,-1.942800203,0.280422314,-0.132470666,-0.360245317,0.076923077,0.923076923,4.971886847,0.047,0.119,-0.406570302,0.048652267,2.11904553,1.66819021,0.03483231,0.038799396,,-1.222839949,1.748724331,0.079086005,0.258771064,,0.240553345,0.028338998,0.103700761,0.109749018,,1.43761875,1.476915928,1.491743651,1.493020737,10.23004422,11.8601448,0.163091935,0.174492192,TRUE,,TRUE,,0,0,,,4.682179157,3.844253818,0.02609993,0.015901051,1.555813111,1.477578387,0.004977296,0.004269003,0,0,,,0,0,,,-0.126220653,-0.263999494,0.039590441,0.046101751,-0.713601108,-0.660099351,0.044248934,0.072374227,-1.840640665,-1.739995808,0.067134186,0.21363433,,,,,,,,,,,,
358.37692,14.87691,0.079,8087-3704,11.221,-9999,0.464,-1.163961847,0.770051728,0.303072447,0.064360419,0.074468085,0.925531915,5.438715182,,,0.834127144,0.008765691,0.703016694,0.859300619,0.092613365,0.039957849,0.967477988,,0.916056127,0.654304371,0.732846736,0.020126225,,0.048414929,0.067835693,0.068242101,1.39030437,,1.476123235,1.823833333,1.82655766,5.796234286,8.366857069,0.066641473,0.307053776,TRUE,,TRUE,,5.579098409,5.089630539,0.038901824,0.036004037,5.280939239,4.407148106,0.020506915,0.029226338,1.90607,1.632526293,0.006792036,0.010532114,0.496621061,0.472799295,0.01007831,0.021539217,0.708951424,0.499700417,0.012839925,0.02026729,0.268200546,-0.137282666,0.04348641,0.196648155,-0.31761186,-0.676302275,0.048422735,0.202707385,-1.304613581,-1.735858975,0.044163707,0.306406519,,,,,,,,,,,,
262.3992,54.494446,0.082,9196-12703,11.242,SBb2m,0.803,-1.810183052,0.591007223,-0.026647998,-0.315563258,0.044,0.95599997,5.489254179,0.841,0.099,0.400044888,0.024253275,3.395915584,1.901024536,0.074501583,0.072956477,1.001145027,,1.117269026,2.4308758,2.797277538,0.023458242,,0.029264221,0.131591266,0.101252241,1.409409942,,1.45286704,1.55981125,1.56975069,14.19839524,9.6343314,0.246351486,0.208285907,TRUE,,TRUE,,6.633688824,5.877680199,0.036477963,0.080999393,5.353804472,4.682286187,0.016146885,0.028317012,1.57482381,1.5347429,0.002732453,0.005633986,0.672942196,0.449955291,0.010518553,0.034909382,0.553437054,0.438862129,0.007690368,0.013319522,0.023706212,-0.047741821,0.011870816,0.080823781,-0.747211828,-0.682138581,0.02680554,0.102666693,-1.723792527,-1.695023873,0.047451614,0.124315775,2.02,2.37E+22,TRUE,1.247,0.29,1.46E+22,TRUE,,,,,TRUE
