RA,DEC,Z,PLATEIFU,LOG_MASS,GZ2_CLASS,ELLIP,LOG_OI_HA_CEN_2.5_ARCSEC,LOG_OIII_HB_CEN_2.5_ARCSEC,LOG_NII_HA_CEN_2.5_ARCSEC,LOG_SII_HA_CEN_2.5_ARCSEC,EDGE_ON_FRAC,FACE_ON_FRAC,OIII_LUM,LOGSFRSED,LOGSFRSEDERR,GLOBAL_AV,GLOBAL_AV_ERR,AV_MEAN_CEN,AV_MEAN_OUTER,AV_MEAN_CEN_ERR,AV_MEAN_OUTER_ERR,SF_AV,LINER_AV,COMP_AV,AGN_AV,SEYFERT_AV,SF_ERR,LINER_ERR,COMP_ERR,AGN_ERR,SEYFERT_ERR,DN_SF,DN_LINER,DN_COMP,DN_AGN,DN_SEYFERT,EWHA_MEAN_CEN,EWHA_MEAN_OUTER,EWHA_MEAN_CEN_ERR,EWHA_MEAN_OUTER_ERR,SEYFERT_CEN,LINER_CEN,SEYFERT_OUTER,LINER_OUTER,OIII_MEAN_CEN,OIII_MEAN_OUTER,OIII_MEAN_CEN_ERR,OIII_MEAN_OUTER_ERR,DUST_OIII_MEAN_CEN,DUST_OIII_MEAN_OUTER,DUST_OIII_MEAN_CEN_ERR,DUST_OIII_MEAN_OUTER_ERR,DN_MEAN_CEN,DN_MEAN_OUTER,DN_MEAN_CEN_ERR,DN_MEAN_OUTER_ERR,OIII_OII_MEAN_CEN,OIII_OII_MEAN_OUTER,OIII_OII_MEAN_CEN_ERR,OIII_OII_MEAN_OUTER_ERR,OIII_HB_MEAN_CEN,OIII_HB_MEAN_OUTER,OIII_HB_MEAN_CEN_ERR,OIII_HB_MEAN_OUTER_ERR,NII_HA_MEAN_CEN,NII_HA_MEAN_OUTER,NII_HA_MEAN_CEN_ERR,NII_HA_MEAN_OUTER_ERR,SII_HA_MEAN_CEN,SII_HA_MEAN_OUTER,SII_HA_MEAN_CEN_ERR,SII_HA_MEAN_OUTER_ERR,OI_HA_MEAN_CEN,OI_HA_MEAN_OUTER,OI_HA_MEAN_CEN_ERR,OI_HA_MEAN_OUTER_ERR,VLAF_FLUX,VLAF_POWER,VLAF_CHECK,VLASS_FLUX,VLASS_FLUX_ERR,VLASS_POWER,VLASS_CHECK,LOFAR_FLUX,LOFAR_FLUX_ERR,LOFAR_POWER,LOFAR_CHECK,ANY RADIO
119.20758,17.38034,0.036,10218-1902,10.75,Ei,0.789,,0.333211786,-0.19438361,-0.201843011,0.143000007,0.856999993,4.75751563,-0.039,0.239,1.308793095,0.034139172,1.394894962,1.249389482,0.051129254,0.139518068,,1.706413013,,1.833262018,,,0.155908983,,0.092947162,,,1.668618056,,1.648081977,,3.332597303,1.496324367,0.070358312,0.033757294,,TRUE,,TRUE,4.736912073,4.207149821,0.08030348,0.045775639,4.08499828,3.21017757,0.035482839,0.012101004,1.595437191,1.69785446,0.003164191,0.004131396,0.247377495,-0.09252389,0.029366602,0.021697966,0.273615247,0.31235765,0.01311429,0.017125263,-0.106694886,0.017133598,0.041658131,0.144642878,-0.446251273,-0.309892075,0.058445172,0.177873268,-1.57533017,-0.966157541,0.331563649,0.389821788,,,,,,,,,,,,
254.43387,19.36868,0.047,11981-3703,10.312,Sb,0.723,-1.140849125,0.995057049,0.073152441,-0.27129839,0.125,0.875,5.390978044,-0.524,0.703,-0.625509382,0.066814642,1.121317232,-0.905291169,0.057062979,0.289865892,,-2.179482376,,0.723896838,1.099050085,,0.696517456,,0.13944089,0.069235774,,1.58063,,1.563793608,1.559711687,6.733632807,2.991035706,0.175309822,0.093911413,TRUE,,TRUE,,5.401530235,4.235426072,0.046957383,0.137825309,4.950875117,3.451759023,0.036496347,0.024305492,1.540920877,1.748399149,0.005889338,0.020201572,0.868765249,0.498314697,0.016829054,0.037637154,0.965756197,0.778653876,0.008415163,0.031428938,0.066272001,0.014980745,0.033970257,0.162221336,-0.582526603,-0.322605828,0.147516483,0.209196896,-1.294830709,-0.914005813,0.128925028,0.298631743,,,,,,,,,,,,
255.29121,20.67333,0.031,11981-12704,10.891,-9999,0.742,-1.325922103,0.114447382,-0.090810076,-0.278677756,0.033559641,0.966440359,3.945501969,0.082,0.077,0.530715257,0.01785188,0.755173323,0.856107782,0.033450162,0.009268492,0.858085621,,0.804649837,1.290279004,,0.007918513,,0.03362234,0.199520339,,1.338929472,,1.47692026,1.742727857,,4.178027521,19.53321811,0.174538366,0.333145848,,TRUE,,TRUE,4.220465952,,0.045076563,,3.559304186,3.377255215,0.016602861,0.007530807,1.686329835,1.350976116,0.008848312,0.002736796,-0.062146167,,0.009692982,,0.118649443,,0.016575911,,-0.164415742,-0.379852158,0.098134107,0.036165743,-0.597496875,-0.719834977,0.083348242,0.057546871,-1.661193756,-2.011116014,0.251298871,0.182097688,,,,,,,,,,,,
205.2131587,24.47331172,0.027,9881-6102,10.746,Sb?t,0.357,-1.470223985,0.035759132,0.057152189,-0.143047747,0,1,4.325239889,0.24,0.055,0.637498263,0.007263592,0.746524556,0.681989972,0.019717997,0.007945357,0.678195815,0.336157019,0.625641752,0.328160777,,0.007584804,0.040559972,0.029712811,0.038929535,,1.346125894,1.856078125,1.48141825,1.852901765,,11.86779025,21.55494863,0.470609395,0.195113097,,TRUE,,TRUE,4.409657686,,0.01362694,,3.851961569,3.383876929,0.016467187,0.006162048,1.549300124,1.341250924,0.01328569,0.001534064,-0.14698763,,0.016502446,,0.067053425,,0.009017651,,-0.274602681,-0.399122487,0.179914389,0.039252089,-0.694534322,-0.745459693,0.143369448,0.069538736,-1.928368788,-1.96082792,0.280693943,0.165937737,7.43,1.11E+22,TRUE,,,,,30.344,1.016,4.55E+22,TRUE,TRUE
254.8444,20.82979,0.045,11981-6104,11.208,Sb?t,0.791,-1.527177005,0.568788297,0.008102023,-0.401909018,0.056000002,0.944000006,4.916556984,0.674,0.196,0.948916851,0.017105355,1.312471171,1.488892335,0.036402692,0.017778655,1.40761289,,0.878577763,0.728604612,1.245470875,0.018890138,,0.098999387,0.384634235,0.069858676,1.42950501,,1.495698,1.7201575,1.746377647,4.589619016,11.2977649,0.158054353,0.142568792,TRUE,,TRUE,,5.280170803,,0.022817744,,4.481096746,3.549185625,0.033447393,0.012796569,1.684242459,1.474908686,0.00708305,0.003113388,0.584895575,,0.016224889,,0.457327521,,0.016264231,,-0.125637335,-0.419922922,0.141355482,0.050609709,-0.825648257,-0.924457697,0.126863687,0.082326613,-1.860046333,-2.034742075,0.194054732,0.182594485,,,,,,,,,,,,
241.91365,23.41688,0.087,9095-12701,11.276,SBb2m,0.832,-1.798543848,0.254790166,-0.098078796,-0.346844781,0.151999995,0.84799999,5.222745497,0.498,0.244,0.559032064,0.035855753,1.985425428,1.53320193,0.075348156,0.065873755,1.271576111,,1.862647817,,,0.030695284,,0.076111186,,,1.446160153,,1.530299556,,,8.440437143,6.659559875,0.111647776,0.189334022,TRUE,,TRUE,,0,0,,,5.088717867,4.461198864,0.019473468,0.030844876,1.608325714,1.57665775,0.003359246,0.004371875,0,0,,,0,0,,,-0.082748644,-0.132991599,0.034360086,0.093087273,-0.70737877,-0.756219253,0.070999717,0.124814154,-1.79829386,-1.670698528,0.047671005,0.332662441,,,,,,,,,,,,
241.15268,23.6632,0.031,9885-3703,10.814,Ec,0.781,-1.356501232,0.521448528,-0.081690164,-0.167048046,0.300000012,0.699999988,4.815567615,-0.36,0.329,-0.09822355,0.043019128,0.820806516,-0.405490478,0.096832138,0.103087668,,-0.754060062,,0.770876887,1.410373528,,0.248807914,,0.134438356,0.094305552,,1.806318462,,1.847338913,1.876851,2.996117355,1.444411643,0.114807125,0.030857334,TRUE,,TRUE,,4.505292863,3.326587413,0.09517855,0.128013612,3.939314448,2.933662219,0.042668505,0.011871513,1.859014298,1.830567333,0.003063216,0.005473189,0.421473937,0.178201481,0.028031409,0.036639484,0.34951856,0.272448858,0.018220626,0.028641635,-0.011068161,-0.115837546,0.111852608,0.156093452,-0.506123996,-0.348770248,0.120864377,0.271323178,-1.253751872,-0.814932295,0.349869788,0.392416146,,,,,,,,,,,,
241.1483,25.18983,0.032,9089-12704,11.031,Sc2t,0.901,-1.30846549,0.206024401,0.017909555,-0.082779419,0.057,0.943000019,3.965692919,0.47,0.254,0.331918762,0.039189673,1.313643178,0.606999749,0.069315975,0.036946777,0.897761658,0.650956076,0.905492791,0.814732028,,0.014550233,0.127109184,0.028601759,0.106939146,,1.415566891,1.803510286,1.529554038,1.811045074,,2.364076446,3.880014534,0.055212725,0.074207663,,TRUE,,TRUE,4.082520953,3.672229699,0.052679578,0.031214507,3.615336464,3.045226199,0.018846253,0.010219727,1.840649256,1.665361481,0.006727342,0.005057594,0.024584611,-0.062503642,0.019541825,0.016686667,0.146484764,0.200303717,0.012163805,0.014091807,0.003448123,-0.146935647,0.072659043,0.112498121,-0.424733587,-0.530811111,0.123283115,0.143657082,-1.439454596,-1.351709229,0.256917213,0.292951296,,,,,,,,,,,,
177.44034,50.52701,0.026,8989-3703,10.638,SBb2m,0.777,-1.519185947,0.964250954,-0.048542463,-0.248667008,0,1,5.386410531,-0.235,0.113,0.470704008,0.032571883,0.78581964,0.345083587,0.051843732,0.0468162,0.531199553,,0.476567402,0.846581724,0.93023,0.113564138,,0.083257179,0.059335075,0.052557212,1.550014444,,1.62929,1.752803851,1.755522138,3.591572938,3.219619629,0.149645076,0.111092781,TRUE,,TRUE,,4.682040568,3.768544143,0.055116249,0.120171483,4.209507032,2.941345431,0.044561717,0.011797314,1.754707853,1.695867077,0.004258994,0.005313109,0.835709156,0.187292899,0.02178922,0.035136273,0.758773454,0.429069168,0.014951882,0.027331795,-0.053401451,-0.193464741,0.046847887,0.149420172,-0.539834212,-0.555254981,0.07973435,0.2182687,-1.42244442,-1.362129332,0.133533686,0.443639724,,,,,,,,1.713,0.111,2.39E+21,TRUE,TRUE
247.9291,25.29413,0.091,9049-12702,11.285,Sc?t,0.689,-1.569095026,0.201575844,-0.114624552,-0.278225865,0.037,0.963,4.954010197,0.724,0.035,0.014215183,0.018354853,0.867292236,1.09507504,0.063097409,0.045428607,0.756639031,,1.030673656,0.872024795,0.893412948,0.017916432,,0.063892513,0.042730432,0.055097997,1.373577131,,1.613861905,1.747018182,1.75226625,6.796799524,7.755980789,0.077726937,0.176483207,TRUE,,TRUE,,5.248792621,,0.029352735,,4.827084668,4.246716459,0.019494385,0.025640081,1.738497619,1.612239211,0.004268156,0.00734273,0.190388748,,0.020096474,,0.203167637,,0.007973301,,-0.068930759,-0.25272226,0.026635551,0.080831092,-0.596059882,-0.715205424,0.030293084,0.076547927,-1.654987784,-1.77189966,0.083890931,0.148741428,,,,,,,,,,,,
195.59023,28.25599,0.023,9880-6103,10.566,Ei,0.766,-1.136906298,0.794708938,0.212311755,-0.226141413,0.090999998,0.908999979,4.625580193,-1.422,0.444,-1.697329573,0.040578867,-1.074489515,-3.326295879,0.132546685,0.270727909,,-0.875424674,,-0.249028829,0.060060844,,0.25550387,,0.12375128,0.139268208,,1.883700833,,1.883413448,1.885020811,1.029651952,0.854042777,0.048482532,0.079980876,TRUE,,TRUE,,3.912055545,,0.084812575,,3.288307827,2.568798564,0.041826399,0.014791008,1.872487378,1.918729823,0.002028006,0.006098375,0.781726355,,0.027635793,,0.635191448,,0.025479745,,0.000352,-0.057968046,0.185354133,0.339761174,-0.39695131,-0.114948382,0.20554132,0.230578567,-1.012232975,-0.550638286,0.557763738,0.300943038,,,,,,,,,,,,
154.52778,0.09994892,0.048,10846-6104,11.069,Ei,0.745,-1.766426522,0.665524446,0.005763592,-0.115345557,0,1,5.663715521,0.284,0.099,0.285760211,0.029085106,1.106322491,0.930567557,0.03450201,0.023862138,0.72203824,,0.953518204,1.160949515,1.120739899,0.032439275,,0.032953948,0.048662302,0.029944431,1.477298642,,1.4848865,1.580401724,1.582739107,12.84157347,11.74897801,0.090417504,0.08804854,TRUE,,TRUE,,5.759082026,5.348030779,0.03554969,0.025003587,5.303123493,3.985795787,0.030978359,0.024924365,1.589183878,1.497696884,0.005458432,0.003140949,0.510363172,0.405660289,0.013142076,0.025751372,0.561421143,0.383239198,0.014417063,0.021024018,0.033435752,-0.307439153,0.064677223,0.07711135,-0.566832752,-0.733466573,0.0580117,0.051297006,-1.336386648,-1.906180324,0.117647144,0.222929168,5.62,2.50E+22,TRUE,3.264,0.234,1.45E+22,TRUE,,,,,TRUE
246.05078,30.16225,0.048,9025-12704,11.182,SBb3t,0.758,-1.571793483,0.746563733,0.070260313,0.085122104,0,1,5.041957621,0.508,0.01,0.182960564,0.019692556,0.339151311,0.060246773,0.043841438,0.049578762,0.801049443,-0.308647828,0.660739478,0.105829301,0.577533515,0.015128286,0.088458282,0.064220309,0.044517125,0.221273575,1.407799927,1.865137778,1.489843611,1.876705053,1.774416429,3.723082041,2.652350813,0.069926101,0.06938439,,TRUE,,TRUE,4.932392893,4.045051953,0.034298664,0.03497579,4.766884753,3.722638356,0.024696258,0.023276275,1.951070612,1.779982077,0.003726138,0.007485319,0.336788672,0.151926714,0.012713789,0.016884357,0.574891898,0.405953266,0.008370184,0.009958096,0.16404008,0.030836451,0.050329267,0.142678603,-0.245186232,-0.436822084,0.032947244,0.171352058,-1.21648724,-1.255834828,0.060632568,0.200338009,,,,,,,,,,,,
194.83092,31.27772,0.051,12484-12701,10.79,Sc2l,0.863,-1.155354189,0.743242162,0.142709569,0.072574872,0.368000001,0.632000029,4.622702078,-0.314,0.475,-0.682322845,0.037473259,1.354916392,0.217805564,0.111272623,0.117660297,,0.212745913,,1.104319957,2.591808768,,0.161951335,,0.122161234,0.233155863,,1.785274242,,1.814953068,1.819529231,2.997673778,2.264404766,0.059317147,0.061870054,,TRUE,,TRUE,4.816557469,4.234128916,0.066589875,0.081133293,4.340292558,3.451672725,0.024775334,0.018708011,1.852964,1.739695282,0.004533769,0.004983825,0.297183613,0.125356932,0.012933199,0.019423585,0.548626703,0.419768324,0.021854191,0.029942614,0.134878774,0.016891493,0.036989301,0.156373613,-0.254869567,-0.381681198,0.052742598,0.194625198,-1.340267515,-1.249493614,0.230011801,0.214227674,,,,,,,,,,,,
204.55435,32.82287,0.025,8985-12703,10.566,Sb?t,0.621,-1.322789433,0.580351547,-0.049811534,-0.348329016,0.032000002,0.967999995,4.409834237,0.234,0.069,0.433530775,0.004234156,-0.135141559,0.599029846,0.053100101,0.0126819,0.515463372,-0.40036851,0.633844671,0.244362243,0.362814685,0.008987159,0.203662292,0.073995294,0.047244743,0.042969577,1.360682347,1.80334,1.542718361,1.8206465,1.829939595,1.557170958,13.32372992,0.318650174,0.239532999,TRUE,,TRUE,,3.884415034,3.219026363,0.044385237,,3.4302051,2.858063082,0.031925893,0.004916962,1.775444352,1.432555415,0.005681948,0.003131557,0.398514217,-0.017506645,0.01154435,,0.448372711,0.162760574,0.012237357,,-0.087221478,-0.377437175,0.097300604,0.059848073,-0.544236801,-0.696588895,0.098327424,0.084098909,-1.484932508,-1.847386335,0.156164688,0.229885171,,,,,,,,,,,,
118.91735,33.70603,0.046,9484-3701,10.421,SBb2t(r),0.684,-1.715981248,0.534302172,-0.207660871,-0.389950372,0.077,0.922999978,4.633089342,-0.009,0.209,0.000526,0.019569657,1.152793968,-0.619724648,0.053902499,0.084918924,0.858252835,,0.771128902,1.036731037,1.189740961,0.079103315,,0.170188914,0.074538228,0.047291838,1.439206894,,1.556121,1.710617733,1.725631525,5.671633934,3.618244063,0.203549577,0.111013665,TRUE,,TRUE,,4.701944929,3.825232972,0.04409548,0.093842084,4.21120603,3.190518449,0.033492489,0.015556481,1.725767377,1.568736723,0.008443951,0.00754429,0.515067777,0.388420921,0.018940205,0.06144922,0.508005845,0.393235296,0.007762824,0.025028271,-0.181069625,-0.174346442,0.037324777,0.133075209,-0.615610674,-0.516107073,0.045417189,0.162750959,-1.494605934,-1.307597469,0.150245586,0.277889862,,,,,,,,,,,,
222.81004,30.69223,0.055,9002-12702,11.547,Ei,0.758,-1.617261392,0.391068535,0.413648077,-0.127142669,0.200000003,0.800000012,4.985077143,-1.198,0.57,-2.821000813,0.032949401,-0.28271061,-1.918979665,0.046485867,0.092407635,,-1.260158105,,-0.918351732,,,0.110874987,,0.076220676,,,1.960543553,,1.974164338,,3.711410889,1.809451505,0.060227622,0.050560654,,TRUE,,TRUE,4.735136746,3.921282603,0.027166422,0.058292046,4.778300045,4.009501859,0.023613336,0.024467171,2.005455778,1.944750648,0.002473784,0.002483025,0.374813045,0.371185952,0.011562787,0.010850144,0.269018088,0.23433745,0.009967952,0.015535934,0.395532617,0.325319133,0.042267084,0.082358468,-0.419146624,-0.47644874,0.056888413,0.159782262,-1.407630878,-1.105613386,0.220144163,0.310118016,,,,,,,,3.745,0.208,2.14E+22,TRUE,TRUE
249.2265,36.42347,0.031,12667-12701,11.104,SBc2l,0.898,-1.57500984,0.096670174,0.059423612,0.088070952,0.150000006,0.850000024,4.104120824,1.103,0.052,0.309749216,0.052294384,1.49577436,1.204206758,0.049181115,0.033633908,1.47597927,1.264525418,1.307087001,1.41471974,,0.025770205,0.079816489,0.026788491,0.071425912,,1.520951567,1.713673028,1.576431423,1.714921067,,2.849204132,5.332447104,0.062076991,0.136366666,,TRUE,,TRUE,4.435710039,4.091969772,0.027432761,0.025426317,3.720184627,3.235154157,0.019232293,0.010253026,1.69375595,1.627594863,0.004319023,0.003679774,-0.065976772,-0.163748867,0.017407331,0.013452313,0.085521998,0.150564092,0.009308852,0.008270589,-0.002857748,-0.179512621,0.08214188,0.140105005,-0.379158801,-0.496846516,0.086056066,0.136057913,-1.449564506,-1.615626178,0.25656239,0.298242513,,,,,,,,,,,,
