RA,DEC,PLATEIFU,LOG_MASS,Z,GZ2_CLASS,ELLIP,LOG_OI_HA_CEN_2.5_ARCSEC,LOG_OIII_HB_CEN_2.5_ARCSEC,LOG_NII_HA_CEN_2.5_ARCSEC,LOG_SII_HA_CEN_2.5_ARCSEC,EDGE_ON,FACE_ON,OIII_LUM,LOGSFRSED,LOGSFRSEDERR,GLOBAL_AV,GLOBAL_AV_ERR,AV_MEAN_CEN,AV_MEAN_OUTER,AV_MEAN_CEN_ERR,AV_MEAN_OUTER_ERR,SF_AV,LINER_AV,COMP_AV,AGN_AV,SEYFERT_AV,SF_ERR,LINER_ERR,COMP_ERR,AGN_ERR,SEYFERT_ERR,EWHA_MEAN_CEN,EWHA_MEAN_OUTER,EWHA_MEAN_CEN_ERR,EWHA_MEAN_OUTER_ERR,SEYFERT_CEN,LINER_CEN,SEYFERT_OUTER,LINER_OUTER,OIII_MEAN_CEN,OIII_MEAN_OUTER,OIII_MEAN_CEN_ERR,OIII_MEAN_OUTER_ERR,DUST_OIII_MEAN_CEN,DUST_OIII_MEAN_OUTER,DUST_OIII_MEAN_CEN_ERR,DUST_OIII_MEAN_OUTER_ERR,DN_MEAN_CEN,DN_MEAN_OUTER,DN_MEAN_CEN_ERR,DN_MEAN_OUTER_ERR,OIII_OII_MEAN_CEN,OIII_OII_MEAN_OUTER,OIII_OII_MEAN_CEN_ERR,OIII_OII_MEAN_OUTER_ERR,OIII_HB_MEAN_CEN,OIII_HB_MEAN_OUTER,OIII_HB_MEAN_CEN_ERR,OIII_HB_MEAN_OUTER_ERR,NII_HA_MEAN_CEN,NII_HA_MEAN_OUTER,NII_HA_MEAN_CEN_ERR,NII_HA_MEAN_OUTER_ERR,SII_HA_MEAN_CEN,SII_HA_MEAN_OUTER,SII_HA_MEAN_CEN_ERR,SII_HA_MEAN_OUTER_ERR,OI_HA_MEAN_CEN,OI_HA_MEAN_OUTER,OI_HA_MEAN_CEN_ERR,OI_HA_MEAN_OUTER_ERR
177.3965913,47.83122193,10507-3703,10.62859005,0.0249741,Er,0.467159615,,,,,0,1,2.350471948,-1.934,0.217,-4.215578218,0.143326211,-4.207533164,-4.277256969,3.734480687,2.534628203,,,,,,,,,,,0.375177405,0.756441268,0.023619686,0.032954221,,,,,1.336152366,,0.267566981,,3.131693799,2.538406012,0.040591099,0.027253278,1.923087459,1.838126765,0.054477271,0.103521333,0.085819664,,0.300531123,,-0.282062267,-0.064490655,0.025257816,0.072059223,-0.052297891,-0.207682416,0.271043378,0.002375695,-0.401746356,0.05265194,0.328093003,0.189326273,-0.379596945,-0.226411197,0.306531518,0.311218799
122.4007617,29.50551376,9504-6101,11.29005729,0.074103,Ei,0.574141631,,,,,0,1,2.571211164,,,-6.335935248,0.125841117,-10.10198705,-7.267661926,0.845138357,3.508370744,,,,,,,,,,,-0.158957467,0.043645138,0.084836373,0.061390168,,,,,0.813529546,0.756798073,0.149836921,0.186751976,4.61751425,3.955566486,0.035896369,0.045777302,2.044706667,2.005490323,0.016775401,0.045036423,,0.081515815,,0.133150867,-0.285625789,-0.221273693,0.02544199,0.035099954,-0.001761886,-0.060871108,0,0.298138371,0.027208881,0.118512569,0,0,-0.312790923,-0.135868745,0.221288085,0.321743565
223.5322215,49.42913711,9867-1902,10.77060418,0.0260682,Ei,0.783568821,,,,,0.29,0.71,1.009132581,-1.244,0.791,-7.970921048,0.087850296,-8.119390849,-7.325077414,2.247468371,2.748162022,,,,,,,,,,,0.309931284,0.506214939,0.023078614,0.038126257,,,,,0.536500116,-0.031870862,0.084713964,0.255905174,3.356785874,2.728681731,0.032716878,0.024617608,1.986017062,1.896702569,0.057501258,0.0918941,0.140204384,-0.004093728,0.057065826,0.041811564,-0.331287666,-0.265852259,0.019167367,0.031555976,-0.193518001,,0.426574008,,0.122031346,0.374988998,0.308536515,0.225634508,-0.207699748,0.168123129,0.343197235,0.229575512
253.5609798,37.62616879,8612-3704,11.28129555,0.0648389,Er,0.489374027,,-0.203462387,,,0,1,2.647541819,-0.474,0.204,-5.382077282,0.092603345,-7.195110289,-4.901118451,1.954009834,2.227512022,,,,,,,,,,,0.40450425,0.133225789,0.042438894,0.065500532,,,,,1.981395418,1.965707878,0.156780539,0.123258883,4.537859567,3.837295843,0.030962688,0.036350136,2.034502414,1.991344551,0.016600818,0.060829295,,0.340804869,,0.054019992,-0.210114043,-0.331252806,0.03032473,0.036740277,-0.76182637,0.045509856,0,0.362069698,0.053210525,-0.173295571,0,0.178102148,-0.315485525,-0.491893226,0.301682496,0.257301139
126.5877265,26.70676599,9510-3701,10.3152002,0.0450699,Ec,0.80463703,-0.617874733,0.223726999,-0.036118805,-0.007396889,0.5,0.5,3.046596559,,,-2.063813994,0.059037226,0.590084465,-2.93800587,1.597031983,1.873257566,,0.417475792,,0.670826324,,,0.356866921,,0.332648477,,1.134514279,1.811870412,0.016294122,0.125689567,,TRUE,,TRUE,3.96125032,2.38352279,0.102152926,0.085240161,3.631649979,3.21357533,0.017151834,0.01417361,1.613275082,1.683962347,0.03346497,0.394767418,-0.176115262,-0.166352145,0.024436576,0.02010859,0.399211679,0.252850728,0.023394976,0.02190002,-0.026819934,-0.03515552,0.046299882,0.204270012,-0.19713806,-0.259768225,0.106610755,0.187096097,-0.987837787,-0.545368576,0.238638991,0.289566893
30.70141774,12.59480206,9513-12705,10.65029532,0.0470871,99,0.783499829,-2.100715244,-0.216261334,-0.379265096,-0.481829566,0.47,0.53,4.195211195,,,-0.36369893,0.033057714,1.008080805,0.607012352,0.178902938,0.318145392,0.481353438,,1.123092785,,,0.018993049,,0.04969924,,,18.49389123,28.94903014,0.422306251,0.963695019,,,,,4.562557992,4.271484642,0.015797148,0.019369207,4.153184428,4.008324885,0.012466921,0.018426777,1.353974737,1.29624637,0.029842568,0.062648201,-0.02482473,-0.138516375,0.010856746,0.006183169,-0.190947641,-0.115735098,0.003509653,0.006626569,-0.388769092,-0.478291774,0.028838502,0.047924859,-0.705461357,-0.666520295,0.019024075,0.068963894,-1.958869163,-1.899071495,0.115980187,0.186589673
322.1152401,0.182055077,8616-3702,11.68507446,0.138235,Ei,0.616958099,,,-0.346133481,,0,1,1.680208507,0.136,0.426,-8.343855426,0.057041859,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
216.1974251,52.08843455,9864-12703,10.44966564,0.0451233,Sc?t,0.870362236,-1.883620605,-0.400526288,-0.51310804,-0.439741476,0,1,4.093356172,,,0.19391229,0.035210877,0.962487854,0.752057015,0.136051668,0.355364757,0.720586763,,,,,0.014323606,,,,,27.92838197,29.23961891,0.446533382,0.545105682,,TRUE,,TRUE,4.383287891,4.175099545,0.013133025,0.020150562,3.990535726,3.8590622,0.009153071,0.017942221,1.241945902,1.234327853,0.012694162,0.041365448,-0.294533648,-0.245607124,0.004826503,0.003670348,-0.380435262,-0.205079531,0.007424973,0.004398992,-0.507741967,-0.565796764,0.02029717,0.041921332,-0.66479459,-0.616446544,0.023050657,0.047804926,-1.891266217,-1.788193165,0.0583202,0.176271693
188.9854159,39.83643223,11750-6101,11.0118503,0.046966795,Sb2m,0.756303485,-1.453549007,-0.337311842,-0.215541957,-0.332626848,0.04,0.96,4.468382291,0.059,0.192,0.032914454,0.025793638,1.503345751,0.6356797,0.303103424,0.712901227,,,0.835970341,,,,,0.035258464,,,9.084617193,7.017660034,0.156782256,0.149446004,,,,,4.714156081,3.781318669,0.036286103,0.022371358,4.124228367,3.492065292,0.024180256,0.013984979,1.621224737,1.575754795,0.020200044,0.077389284,-0.093462481,-0.193541952,0.009716284,0.00901293,-0.317169687,-0.249941477,0.009027338,0.010486402,-0.226364999,-0.219143342,0.039873024,0.057564226,-0.666961184,-0.580565472,0.075084789,0.104797002,-2.050549763,-1.729144301,0.191002873,0.254470464
37.77925882,-1.105183258,10226-3704,10.7032114,0.0405964,SBb2t,0.576698587,-1.994178303,-0.356702466,-0.337710925,-0.608557366,0.02,0.98,4.501208944,0.005,0.045,0.891387271,0.010386263,0.507389441,1.071809147,0.641660264,0.737554734,0.804614981,,0.847838821,,,0.030469925,,0.106642799,,,6.580781159,7.939878662,0.250947118,0.209249146,,TRUE,,TRUE,4.001563345,3.629180087,0.035746606,0.016083429,3.77472219,3.196573672,0.02513733,0.008001247,1.755731304,1.579397323,0.042403331,0.118112036,0.050238924,-0.096121282,0.011641005,0.013649661,-0.233958831,-0.263339242,0.01356315,0.013137579,-0.305356239,-0.333520809,0.041425278,0.066508229,-0.802919497,-0.749460131,0.068007665,0.113990638,-1.853016835,-1.515911738,0.384583418,0.226558177
213.91577,50.71383,9864-9101,10.74430219,0.0498245,99,0.69043441,-1.068427258,0.38937602,0.343955331,-0.126589973,0.03,0.97,4.069231392,,,0.47056428,0.080715802,3.073742048,1.593396364,1.737511056,2.729837677,,-0.707812926,4.370183444,1.196152038,3.845313075,,0.198785152,0.1487287,0.304848571,0.231607305,5.598445227,3.357244615,0.490633017,0.214433437,,TRUE,,TRUE,4.952942614,4.179972867,0.08185566,0.082885755,3.792392181,3.488635515,0.031797461,0.018355399,1.570191111,1.565706147,0.068562568,0.078768446,0.03666477,-0.08156626,0.022028506,0.019761105,0.275331174,0.15852001,0.030645924,0.028469256,0.079205197,0.143697193,0.126033809,0.171204077,-0.577385953,-0.439031906,0.148217895,0.245975226,-1.485995117,-1.156653389,0.162582765,0.49569355
247.1148554,41.16100297,9029-3702,11.02588606,0.0317749,Ei(o),0.60982513,-0.970246398,-0.129606197,-0.017397252,-0.778051783,0.17,0.83,3.164986895,-0.496,0.235,-2.94858409,0.041043291,-2.284077883,-3.254179121,1.181448418,1.888218429,,,,,,,,,,,0.90023695,0.577626409,0.011841703,0.014223077,,,,,2.640894152,1.90696335,0.039335771,0.054126828,3.438063722,2.993398384,0.026040755,0.012775657,1.923777107,1.945815748,0.023979971,0.063815405,0.106109502,-0.129747048,0.034994899,0.036129662,-0.209739371,-0.088617695,0.021044008,0.018008258,-0.043882406,-0.180150096,0.080310184,0.192409083,-0.656878926,-0.366044879,0.161950663,0.302160135,-0.725070574,-0.33405739,0.434816793,0.336406519
142.4215568,2.205576174,10841-3701,10.56246099,0.02432739,Sb(r),0.336494476,-0.697256347,0.506569467,-0.085506851,0.152823843,0,1,2.637396807,-0.947,0.785,-3.358549685,0.04251671,-4.50475715,-2.705250549,1.593212113,2.188571464,,-2.099349127,,-1.742930204,,,0.377520393,,0.356645619,,0.632104576,2.17700177,0.019609945,0.048102562,,TRUE,,TRUE,1.662359681,2.031586124,0.042882411,0.051812428,3.248533408,2.728414431,0.023371134,0.012829591,1.97104285,1.90943337,0.050248276,0.179205928,0.199602222,-0.183426337,0.022503058,0.02625405,-0.029130136,0.035303496,0.018117104,0.018519682,-0.162288002,-0.283837342,0.231888025,0.185328391,-0.187590791,-0.198301083,0.17641208,0.16217661,-0.466867623,-0.759356023,0.372690602,0.291142494
120.0156897,38.99095407,9182-1901,11.56047897,0.0777081,Er,0.28172225,-0.962022415,0.315703823,-0.0038773,-0.154045601,0,1,2.587349265,-0.634,0.508,-5.676897138,0.081861755,-6.232949952,-5.554756841,1.348510577,3.263168613,,,,,,,,,,,0.631634952,0.523696548,0.017911157,0.030114045,,TRUE,,TRUE,2.356013542,2.237267581,0.100642614,0.1370462,4.58643543,4.111769651,0.029257665,0.027904206,2.067689048,2.019665086,0.016692576,0.031473158,0.283855321,0.077893688,0.032996207,0.035279634,-0.275773071,-0.134516823,0.029224605,0.028422171,-0.254699329,-0.015794541,0.216023889,0.269074659,-0.190041036,-0.275510099,0.352097717,0.274460641,-0.446490124,-0.304372426,0.129427787,0.35456483
195.7135446,28.48243918,11007-3703,9.690878972,0.023570344,Ec,0.832283053,,,,,0.53,0.47,,-1.987,0.747,-5.183300781,0.052436535,-5.863722099,-3.709054594,1.730891907,2.992278722,,,,,,,,,,,0.555210952,9.285431369,0.219868426,1.221843585,,,,,,1.027606753,,1.485560303,2.538511594,2.405897306,0.051160017,0.031009534,1.79837554,2.14021253,0.149649765,0.503687717,,-0.367320731,,0.013823846,-0.355227187,-0.240809572,0.158449704,0.10249035,-0.095605069,-0.042471778,0,0.249126402,0.125125559,0.006117877,0.446339933,0.064003621,-0.580537893,-0.320305947,0,0.226913939
121.1777347,35.40052871,10214-12701,10.44587308,0.0290735,Ser,0.949,-1.203492609,-0.368643316,-0.384106521,-0.407143548,0.63,0.38,3.273419677,-0.304,0.018,0.163969369,0.053550522,1.095936818,0.529784489,0.360110209,0.901553679,0.68699477,,1.429775884,,,0.016299249,,0.059042349,,,6.309553212,12.60794146,0.182665193,0.174502689,,,,,3.578331368,3.360605941,0.012583909,0.012232038,3.136928952,3.085787547,0.012206996,0.008331091,1.541444891,1.448168472,0.056863955,0.157407852,-0.198807106,-0.193872243,0.013938751,0.007384406,-0.224184291,-0.087493702,0.008097262,0.008930261,-0.39959885,-0.555936664,0.067731932,0.138059094,-0.585533015,-0.56347238,0.046718775,0.104482953,-1.56831643,-1.566035938,0.20217295,0.359205785
221.3144,49.43478,9867-9102,10.57244587,0.0296108,99,0.930251711,-1.649342992,-0.071923786,-0.270835283,-0.323798955,1,0,3.9990202,,,-0.300121446,0.035772311,1.691857931,0.572775644,0.719117955,1.357460896,2.080889158,0.451165917,1.98807434,0.776111436,1.33066798,0.061463728,0.092445225,0.083388597,0.063854304,0.138369758,12.48712577,9.489783281,0.616941086,0.242937869,,TRUE,,TRUE,4.51294551,3.473183482,0.021613015,0.029240035,3.854293658,3.127882361,0.016899449,0.012543552,1.59845146,1.6383928,0.075636042,0.287117619,0.045125708,-0.055431603,0.018487809,0.010377273,0.163684699,0.278399879,0.027950022,0.015005058,-0.08643067,-0.047064136,0.181974422,0.142535746,-0.452469085,-0.329354901,0.155650553,0.169809662,-1.530700511,-1.054737291,0.275878125,0.380667831
238.7580386,41.57832972,9038-6101,11.32946059,0.0335628,Ei,0.599180459,,,,,0,1,1.402071952,0.393,0.155,-8.115632377,0.092245367,-9.491947007,-7.703365828,1.390938074,2.573280962,,,,,,,,,,,0.155706984,0.179040289,0.011418221,0.02624276,,,,,0.612486469,0.515366746,0.094012228,0.101187331,3.985535992,3.305869296,0.021848437,0.015652097,2.013849604,1.99578227,0.019755098,0.039758158,0.524451025,0.224143909,0.05035883,0.044093899,-0.312670162,-0.209874012,0.017722346,0.013305662,0.153907729,-0.049419592,0.426232941,0.195829455,0.123344404,0.130830399,0.246603465,0.343041586,-0.352928735,-0.239319944,0.281823101,0.26304783
122.3288207,18.40440354,10497-12703,10.36851956,0.0445062,Sc2m,0.676511574,-1.419574464,-0.476499885,-0.382754025,-0.456509242,0.02,0.98,3.334808741,-0.394,0.121,-0.062303118,0.021974136,0.730166863,0.569490637,0.380364805,0.621565517,0.713886229,,,,,0.034325814,,,,,6.641782787,10.4471206,0.09325712,0.141503157,,,,,3.536267079,3.266193406,0.027596306,0.017447083,3.22237591,3.006447019,0.018610912,0.00906061,1.505843607,1.421207044,0.034182247,0.06143791,-0.161260184,-0.347875365,0.024275007,0.010847784,-0.37367928,-0.502247545,0.019944557,0.009236755,-0.394712586,-0.440792646,0.039686091,0.060788549,-0.688927456,-0.632310108,0.040936197,0.082569739,-1.634272641,-1.589134982,0.131948476,0.158985597
131.292797,25.96159543,10498-12702,10.01849493,0.025489,SBc4l(i),0.481723987,-2.02957643,0.165279027,-0.750624326,-0.499516887,0.03,0.97,4.540411048,-0.062,0.017,-0.038675269,0.016006883,0.242191715,0.096193054,0.222059107,0.357236315,0.093418584,,,,,0.007629167,,,,,39.91875405,56.82536134,1.870285621,1.323684659,,,,,4.21508327,3.899886813,0.025146232,0.012915811,4.084922791,3.822951712,0.02411904,0.012532445,1.24627227,1.203773456,0.031895449,0.052498663,0.018356234,0.003502791,0.007712646,0.00404869,0.132457766,0.189359378,0.005347349,0.002991085,-0.760039067,-0.865702782,0.060827097,0.09238629,-0.677775847,-0.652639908,0.070640213,0.09249459,-1.888442335,-1.746315287,0.144096104,0.188249724
254.6864219,25.15056289,9893-12701,10.75438708,0.0532521,Sc2m,0.617094565,-1.686464399,-0.583024016,-0.373470476,-0.580965266,0,1,4.154560473,0.217,0.121,0.539101018,0.023813193,1.18238916,1.073517174,0.140644878,0.23148556,0.918275746,,0.616228319,,,0.015713006,,0.042924401,,,9.977841556,14.69369052,0.187400224,0.149664232,,,TRUE,,4.26457636,3.850660363,0.017048823,0.012538723,3.791656814,3.419160911,0.012110578,0.011254786,1.488763333,1.386035647,0.028936061,0.034711279,-0.06674975,-0.275282738,0.013950537,0.011913552,-0.496437256,-0.681048991,0.010187119,0.008753276,-0.36833114,-0.398672051,0.024980826,0.030586847,-0.809179629,-0.809915143,0.026025183,0.046035931,-2.063194478,-2.029096599,0.117243478,0.149381277
150.6431317,34.93585005,8944-12704,11.13569008,0.0384096,Sb?t,0.536598015,,0.262502322,0.276236134,-0.125877388,0,1,4.456827379,0.307,0.081,0.873932068,0.006347738,-0.578305102,0.756853861,1.544360501,0.401963509,0.866473738,-0.361051645,0.903165278,-0.280770828,,0.022929693,0.286530666,0.145222398,0.226043738,,1.324456404,5.706545767,0.039535724,0.10669284,,TRUE,,TRUE,3.472740911,3.460174945,0.047108863,0.010825551,3.641701349,3.134350349,0.02469148,0.007390634,1.856460674,1.570562283,0.056758367,0.086790975,0.241948389,-0.081395497,0.024134895,0.01327359,-0.082145798,-0.468094569,0.019115912,0.007824544,-0.013902767,-0.357834753,0.14436074,0.059854689,-0.630705892,-0.850174068,0.183015547,0.096024862,-1.120673888,-1.621559336,0.359681748,0.223610957
184.334364,46.63526559,8261-1902,10.53591281,0.023694,Ser,0.765044009,,,,,0.73,0.28,1.765154352,-0.571,0.377,-5.503734676,0.104669306,-6.211231999,-4.300989228,2.674111363,2.266021364,,,,,,,,,,,0.304567408,0.582683724,0.02171241,0.034158623,,,,,1.076831195,1.159815677,0.108063229,0.139182492,3.170733406,2.680947383,0.027047784,0.022939236,1.920114085,1.822450833,0.072991756,0.080419112,0.174726245,-0.101035381,0.062659402,0.0518232,-0.111042359,-0.025145599,0.021255008,0.027408909,0.360246673,-0.290692668,0.279400882,0.15160748,0.031604146,-0.457367971,0.494593861,0.057847334,-0.218948801,-0.387630082,0.331032549,0.188251026
148.6177129,2.39416041,10845-3702,10.81597639,0.032925736,Er,0.375393982,-0.457067322,0.159722265,-0.510646418,-0.434950694,0,1,2.02836643,-1.666,0.501,-5.418479203,0.059060016,-6.175813262,-4.560775569,2.026682281,2.150829382,,,,,,,,,,,0.347080577,0.487329374,0.008668791,0.014278301,,,,,1.390516518,1.429377361,0.066842612,0.099354108,3.577928672,2.968198504,0.018879544,0.013333289,1.925040367,1.902656768,0.037183744,0.07429318,0.287871417,0.027178295,0.021867746,0.028601932,0.010731867,0.023502476,0.02364762,0.023236736,-0.221506126,-0.1371167,0.245242833,0.206761777,-0.408771779,-0.002783767,0.24674262,0.331235176,-0.344108819,-0.382564479,0.325572026,0.300490407
140.2706275,6.195641143,10842-6103,11.2578569,0.05400469,Sb,0.267166187,-0.772450682,0.42817392,0.239809,0.097748317,0,1,4.628403462,0.158,0.073,0.259598763,0.018319557,-0.636427287,-0.319836675,0.824582766,1.243158478,0.602432546,-0.725554375,,-0.401659154,,0.051069575,0.185520506,,0.112205498,,1.1835328,1.808288491,0.040606847,0.068370816,,TRUE,,TRUE,4.112698682,3.600966026,0.039888905,0.032474005,4.302848187,3.675046745,0.016292743,0.015107051,1.940951333,1.80267162,0.025744125,0.081947474,0.109445138,0.163772328,0.007296541,0.011939469,0.20212995,0.060140567,0.014428517,0.01563671,0.176787911,-0.050591266,0.065969479,0.164552207,-0.303962827,-0.478181209,0.080045936,0.225010106,-1.428803782,-1.15781576,0.134884699,0.356815061
37.54960704,-0.597942191,10225-1902,10.44834609,0.0422664,99,0.565711846,,-0.034607406,-0.951281893,-0.59014912,0,1,2.256201681,-1.839,0.529,-4.391984144,0.130065747,-6.870930792,-1.558902262,3.000929161,1.8445455,,,,,,,,,,,0.421544111,1.803406529,0.051511981,0.173482055,,,,,1.048895123,1.974728368,0.298497688,0.48456403,3.444305339,3.015727976,0.021650406,0.019643199,1.901106957,1.858452466,0.049710433,0.210859419,0.253240601,0.051893799,,0.054527803,-0.087825709,0.118765793,0.025656937,0.045530316,-0.418938959,0.08386849,0.128982768,0.295496755,0.216056697,0.157882148,0.195975976,0.502427108,-0.407472608,-0.370333139,0.212786683,0.366285909
201.5135304,24.58293728,9878-6102,11.09733965,0.0646262,Sb,0.519745735,,,,,0.17,0.83,1.992768608,,,-4.788314356,0.053335503,-5.805408453,-5.019748731,1.885619617,2.314161285,,,,,,,,,,,0.232080964,0.556318,0.038670676,0.036401975,,,,,1.745812567,1.810390766,0.155476874,0.132380322,3.854542434,3.723000747,0.041169275,0.025503875,2.025555517,1.956317885,0.019795457,0.056170007,-0.203887142,0.126345835,0.060666952,0.069674582,-0.190920146,-0.119025684,0.065065445,0.049826053,0.178533055,-0.102361157,0.20000925,0.321359123,,-0.209273875,,0.188563774,-0.487818714,-0.496153989,0.302245218,0.272681387
221.1356433,4.778504599,11022-9102,11.3769234,0.08593076,Er(m),0.67704263,-0.345950313,,-0.142910757,,0,1,3.604691769,-1.196,0.84,-2.83231491,0.058283269,-7.473180959,-7.4579047,0.916542007,2.073911256,,1.435460895,,1.476770135,,,0.360139901,,0.314614073,,0.301741944,0.319107706,0.018149936,0.028703914,,,,TRUE,1.707283813,1.405519833,0.105517206,0.185313632,4.381009973,3.924549219,0.041553127,0.044490577,2.027678571,1.990978182,0.028068113,0.035102024,0.22605763,0.086285394,0.089716107,0.139233117,-0.224199162,-0.078705591,0.059942354,0.050031965,-0.225896664,-0.21540496,0.041850682,0.208887734,-0.554232466,0.323457721,0.037809543,0.152245871,-0.950702013,-0.035717697,0,0.19156389
218.6000341,48.03748091,9868-1901,11.09742702,0.0363965,Ei,0.560369104,,0.612115267,,-0.147748827,0,1,,-1.907,0.576,-7.224153364,0.099477581,-7.235404864,-7.214606637,2.068570025,2.847274968,,,,,,,,,,,0.200939728,0.207835649,0.036225918,0.029631571,,,,,1.139809319,0.864725275,0.138335665,0.174883165,3.834554598,3.357822693,0.029239072,0.021240171,2.011385618,1.917553391,0.041127925,0.037416384,0.338885464,0.276803149,0.054530454,0.101363031,-0.344010778,-0.107196949,0.027903096,0.024260161,-0.051486186,-0.022901798,0.454456,0.228185481,-0.152243278,-0.089949467,0.234586505,0.184843128,-0.496418769,-0.221512699,0.361430526,0.282126079
256.102715,33.37588215,9883-12702,10.79096885,0.0296443,Ei,0.624974707,-0.808757123,0.473260759,-0.185551298,-0.034451542,0.17,0.83,3.795750221,,,-1.204992738,0.028048052,-0.092951594,-0.637222678,0.46934739,1.576538259,0.634556421,-0.508988824,,-0.366307573,,0.058494856,0.158045932,,0.116520638,,2.411455474,3.679402213,0.059693328,0.13220952,,TRUE,,TRUE,3.640130213,2.810521834,0.026977118,0.030599197,3.632149823,2.928478371,0.022058431,0.008950815,1.793955839,1.627031536,0.08897917,0.09744914,0.071392434,-0.141654987,0.00777293,0.007118821,0.254671002,0.085707505,0.008044866,0.006571341,-0.265004497,-0.367802172,0.118668784,0.157308179,-0.375029418,-0.302937879,0.089821049,0.21187198,-1.242610884,-1.135750581,0.175293698,0.372214837
117.5879081,17.16983372,10218-3701,10.53853322,0.0459064,Sc2t(r),0.785429602,-1.888335697,-0.495367527,-0.438783731,-0.513244345,0.12,0.88,4.408368572,-0.066,0.122,1.189253752,0.028957308,1.647568608,1.245011036,0.255847385,0.493692297,1.314509036,,1.445731268,,,0.017435237,,0.130561707,,,18.71845246,25.89252419,0.630454558,0.651795396,,TRUE,,TRUE,4.57624944,4.23183968,0.024058898,0.02165457,3.933743736,3.728239271,0.020616368,0.019869319,1.358799508,1.31556527,0.028294631,0.074853518,-0.277180591,-0.281873128,0.008594806,0.00954793,-0.433495428,-0.327217088,0.011139328,0.011224644,-0.4267797,-0.433994938,0.028272377,0.088178424,-0.731471329,-0.67248733,0.03026414,0.090058276,-1.915563884,-1.903868872,0.093838401,0.207037099
223.9407403,-0.334934209,11834-6101,11.51598143,0.0836084,Ei,0.704739806,,,,,0.07,0.93,1.906484825,-0.11,0.426,-7.937798652,0.032069626,-12.26370828,-9.512673549,0.393564943,2.117648645,,,,,,,,,,,0.170386125,-0.0085765,0.023821121,0.055698127,,,,,0.021464095,0.825592065,0.017450901,0.27973021,4.530190015,4.14111518,0.039076947,0.042785255,2.10130619,2.06975837,0.031619391,0.0463991,0.541755476,0.232194853,,0.35618017,-0.479752987,-0.185207765,0.062963546,0.055278868,0.270151308,0.050358885,0,0.153107151,0.415516348,0.123456618,0,0.103923336,-0.073263019,-0.215786398,0,0.172138097
236.3707657,26.60304825,9886-1901,10.96426793,0.0321307,Seb,0.929175844,-0.434197224,0.274289224,0.048221247,-0.1470202,1,0,3.062417113,,,-2.3645736,0.049557454,-1.251901288,-2.973498746,1.604529422,2.82544462,,-0.67346137,,-0.589805593,,,0.216436253,,0.212416313,,0.856757673,0.752982911,0.022341244,0.019825045,,TRUE,,TRUE,3.115511679,2.252448581,0.064074786,0.08357488,3.5204967,3.134349739,0.018745124,0.015700826,2.026829912,2.00077663,0.02724452,0.080170773,0.22657287,0.05803575,0.036250589,0.027040277,0.071638461,-0.061988654,0.014464307,0.016751153,0.038196142,-0.045624837,0.090558034,0.182894946,-0.413890349,-0.28248119,0.133188954,0.297921575,-0.89230331,-1.184184066,0.435916161,0.321363133
188.6478993,42.43777419,11755-12705,9.9709012,0.019768894,Sen,0.949,-1.903328317,-0.151198235,-0.534447394,-0.303256237,1,0,3.159563185,-0.26,0.127,-0.095336138,0.023346269,0.740270749,-0.15395208,0.749275964,1.512830105,0.846951657,,,,,0.013816444,,,,,15.0280027,24.97316813,0.388918308,0.738025963,,,,,3.334003102,2.975132392,0.033684545,0.029641071,3.019258701,2.807868059,0.023444343,0.0184316,1.453382423,1.44309278,0.097550242,0.2592213,-0.262632754,-0.295900038,0.009259504,0.009024535,-0.130706147,-0.09219346,0.007979277,0.005328618,-0.498326197,-0.361297665,0.101871642,0.237365099,-0.480185351,-0.366070361,0.107176343,0.178795338,-1.647531136,-1.315632738,0.230210545,0.498947511
237.440006,28.5470425,9887-6102,11.03728652,0.0306079,99,0.556405347,-0.230638128,0.019402277,-0.089464521,0.06314769,0.04,0.96,1.544589556,,,-6.731370189,0.04262884,-6.221786822,-7.257939668,2.028824656,2.181083125,,,,,,,,,,,0.138687803,0.039915736,0.033894352,0.049188831,,,,,1.557860209,0.541014023,0.118375247,0.199750316,3.682594965,2.923724749,0.032070551,0.019148989,1.950140698,1.873050482,0.044752853,0.06863572,0.442680004,0.003989393,0.076914416,0.052891638,-0.187788087,-0.242858821,0.024600981,0.040644186,-0.126121613,0.181564207,0.371163069,0.286458931,0.166464629,0.125992274,0.158536964,0.25107993,-0.365768944,-0.136879995,0.436802944,0.369218369
235.8541818,25.85330887,9889-12703,11.27221442,0.0818497,Er,0.551833966,,,,,0,1,3.610186289,,,-2.599635794,0.019105718,-8.686480672,,0,,,,,,,,,,,,0.197532625,-0.287675222,0.010371887,0.072130225,,,,,1.39332227,,,,4.384487921,4.070070929,0.040898524,0.038137138,1.989073333,1.9314649,0.013527512,0.048247411,0.6234641,0.287821725,,0.047781104,0.103930231,-0.058830262,0.052718586,0.066831969,,,,,,,,,0.031942096,,0,
