RA,DEC,PLATEIFU,LOG_MASS,Z,GZ2_CLASS,ELLIP,LOG_OI_HA_CEN_2.5_ARCSEC,LOG_OIII_HB_CEN_2.5_ARCSEC,LOG_NII_HA_CEN_2.5_ARCSEC,LOG_SII_HA_CEN_2.5_ARCSEC,EDGE_ON,FACE_ON,OIII_LUM,LOGSFRSED,LOGSFRSEDERR,GLOBAL_AV,GLOBAL_AV_ERR,AV_MEAN_CEN,AV_MEAN_OUTER,AV_MEAN_CEN_ERR,AV_MEAN_OUTER_ERR,SF_AV,LINER_AV,COMP_AV,AGN_AV,SEYFERT_AV,SF_ERR,LINER_ERR,COMP_ERR,AGN_ERR,SEYFERT_ERR,EWHA_MEAN_CEN,EWHA_MEAN_OUTER,EWHA_MEAN_CEN_ERR,EWHA_MEAN_OUTER_ERR,SEYFERT_CEN,LINER_CEN,SEYFERT_OUTER,LINER_OUTER,OIII_MEAN_CEN,OIII_MEAN_OUTER,OIII_MEAN_CEN_ERR,OIII_MEAN_OUTER_ERR,DUST_OIII_MEAN_CEN,DUST_OIII_MEAN_OUTER,DUST_OIII_MEAN_CEN_ERR,DUST_OIII_MEAN_OUTER_ERR,DN_MEAN_CEN,DN_MEAN_OUTER,DN_MEAN_CEN_ERR,DN_MEAN_OUTER_ERR,OIII_OII_MEAN_CEN,OIII_OII_MEAN_OUTER,OIII_OII_MEAN_CEN_ERR,OIII_OII_MEAN_OUTER_ERR,OIII_HB_MEAN_CEN,OIII_HB_MEAN_OUTER,OIII_HB_MEAN_CEN_ERR,OIII_HB_MEAN_OUTER_ERR,NII_HA_MEAN_CEN,NII_HA_MEAN_OUTER,NII_HA_MEAN_CEN_ERR,NII_HA_MEAN_OUTER_ERR,SII_HA_MEAN_CEN,SII_HA_MEAN_OUTER,SII_HA_MEAN_CEN_ERR,SII_HA_MEAN_OUTER_ERR,OI_HA_MEAN_CEN,OI_HA_MEAN_OUTER,OI_HA_MEAN_CEN_ERR,OI_HA_MEAN_OUTER_ERR
186.3204763,49.95780886,11833-6102,10.74939823,0.04543451,Sb?t(r),0.823738303,-1.842721372,-0.366546301,-0.338563012,-0.420221712,0.03,0.97,4.301503851,0.04,0.08,0.396251201,0.02016326,1.373873768,0.84921621,0.198279586,0.380362902,0.757329684,,1.042995057,,,0.015058085,,0.063246429,,,11.42903164,21.62530673,0.418874617,0.333104402,,,,,4.475519898,4.075736904,0.017472728,0.012557775,3.932792584,3.724279132,0.015139896,0.00846844,1.498504262,1.332076346,0.052852022,0.061083051,-0.15870737,-0.240377774,0.011995788,0.004233397,-0.373068127,-0.308064911,0.010669756,0.006443369,-0.321576036,-0.389287088,0.032694302,0.027484548,-0.691472786,-0.689484934,0.039939633,0.045567736,-1.993291497,-1.957214514,0.147045228,0.129307942
196.3683116,53.88007228,11955-12704,11.32557541,0.09206022,SBc2m,0.488773091,-0.881015839,0.239928101,0.091742253,-0.036988112,0,1,4.562116771,-0.23,0.245,-0.218713161,0.032599034,0.276792213,0.066853555,0.862294474,1.158813603,,0.349808851,,0.37133848,,,0.123123192,,0.119499422,,2.177657692,2.145738095,0.051948012,0.0486802,,TRUE,,TRUE,4.677325455,4.268871346,0.092403981,0.047117189,4.534550993,4.202632274,0.016209569,0.016422848,2.014915385,1.940613095,0.022328023,0.053893727,-0.052614747,-0.049919658,0.012078291,0.011785535,0.134963434,0.111433586,0.02266567,0.013762029,0.105018599,0.046815111,0.027290837,0.063309493,-0.267489998,-0.272707444,0.055193756,0.137049139,-0.848315596,-1.097465352,0.172860728,0.246836396
262.4837765,53.47736596,9196-9102,10.83923724,0.0524203,Ei,0.594140877,-1.290212911,0.30145737,-0.284096429,-0.348730651,0,1,3.741733056,-0.076,0.271,-1.074368823,0.050123665,-1.198603449,-1.087820242,0.879501902,1.247551152,,-0.993131866,,-0.970246285,,,0.177343247,,0.174471202,,0.801227689,2.674925488,0.030073203,0.068996551,,TRUE,,TRUE,3.499407537,3.026559784,0.051709289,0.0345981,3.894504393,3.392605662,0.019639402,0.014519494,1.871439778,1.682970583,0.034641853,0.078789675,0.115746862,-0.17986388,0.019875399,0.01524039,0.261324494,-0.097492273,0.018113694,0.016241487,-0.005753199,-0.268909301,0.126225962,0.10942855,-0.310853837,-0.386871951,0.171477749,0.095025895,-0.91343957,-1.080314092,0.308321167,0.240190487
237.0247292,27.96236468,9888-3703,11.25149648,0.078283,Er,0.432937377,-0.35637007,0.187689349,0.199515376,0.075312126,0,0,2.205671522,-0.714,0.834,-6.143592832,0.031234612,-5.983480238,-6.281967679,0.669223603,1.437952885,,,,,,,,,,,0.658651905,0.498504169,0.013393767,0.014779977,,TRUE,,TRUE,2.176978731,1.668398352,0.074015018,0.075423012,4.327782053,3.839486597,0.05696676,0.033981242,2.027241905,1.980451207,0.016759674,0.035737955,0.401582667,0.124141657,0.03574234,0.058797183,-0.411951698,-0.266536188,0.052114174,0.029089446,0.117538763,0.096413452,0.069614504,0.237600877,-0.279763596,-0.177971991,0.113225214,0.133758558,-0.480715187,-0.429176553,0.104662079,0.199123324
139.6783108,33.94306354,10504-1901,10.01066939,0.022966,Ei,0.593574562,,,,,0,1,0.80705052,-1.889,0.599,-5.84272785,0.135036592,-5.729021647,-7.586222961,2.136333016,0.680228503,,,,,,,,,,,0.357342769,0.808656105,0.032942617,0.140284446,,,,,0.776417302,-0.710602916,0.135694366,,2.741292483,2.411551439,0.039894984,0.053364019,1.946139005,2.000171571,0.074942201,0.177386462,,,,,-0.299073871,-0.583482541,0.044269386,,-0.209587043,,0.230984381,,0.09548002,,0.245028614,,-0.365896778,-0.655921378,0.309341017,0.227438721
255.1497158,25.15985964,11977-6104,11.42476707,0.11430611,Er(m),0.514352871,-0.49363144,-0.118059861,0.146962392,-0.067984296,0,1,4.324279534,-1.426,0.575,-0.957396993,0.048050725,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
121.9882923,34.22732717,10214-1902,9.971614187,0.0217766,Er,0.378593625,-1.420849582,-0.255968181,-0.134362092,-0.444490847,0,1,3.864812726,-0.997,0.038,0.199443065,0.038949966,0.757252097,-1.558037446,1.102071301,1.688873085,,0.079015117,1.224989882,-0.005185934,,,0.456707333,0.04000388,0.404383491,,4.352984315,3.648011812,0.119495807,0.132843993,,TRUE,,TRUE,3.291107385,2.018358704,0.043800678,0.08490313,2.952187744,2.483627006,0.024653213,0.017381221,1.657304315,1.668589185,0.056807102,0.152704926,-0.082968592,-0.188353431,0.009901768,0.033580205,-0.026008096,-0.053466228,0.012151052,0.035578966,-0.079572236,-0.097600863,0.047906488,0.128292874,-0.595534632,-0.276814201,0.183898806,0.194130634,-1.602872441,-0.883334135,0.318362859,0.27277168
118.2794207,39.74436851,9182-12702,10.9460699,0.0279902,Sen,0.942625505,-2.043333258,-0.492445475,-0.434865544,-0.53840167,0.82,0.18,3.972062194,0.189,0.074,1.130557386,0.029001968,2.006863053,1.572512906,0.376989322,1.099067211,1.824537527,,1.861351502,,,0.013803919,,0.053062133,,,18.46256959,17.00808437,1.357400916,0.444405681,,,,,4.250374815,3.794196614,0.009474753,0.018406973,3.476884466,3.093083377,0.017134759,0.012036745,1.484267448,1.409016833,0.108127129,0.130817064,-0.180483582,-0.242860989,0.008107062,0.004961489,-0.415096002,-0.291748101,0.010806225,0.010029353,-0.414545749,-0.351527502,0.057520867,0.13580565,-0.757480562,-0.588871073,0.078557908,0.208417519,-2.150720218,-1.908306255,0.184519687,0.435868239
117.76574,17.96273,10218-12702,10.45049234,0.0283086,Sc?t,0.417884853,-1.990160546,-0.622850145,-0.477796845,-0.682312648,0.06,0.94,3.55863494,,,0.45670741,0.004912102,1.087526977,0.624918939,0.213442345,0.446323574,0.56103219,,,,,0.012688028,,,,,14.56887145,17.03960065,0.329259094,0.335654699,,,,,3.474231365,3.129360442,0.02189653,0.009321067,3.034486097,2.861662061,0.018975509,0.0075459,1.392776966,1.349899657,0.036002006,0.056283707,-0.213408413,-0.380720368,0.013922518,0.005967421,-0.579156739,-0.473200639,0.008840347,0.004942605,-0.455350765,-0.482458247,0.026295284,0.050449544,-0.79888435,-0.639639634,0.080432925,0.08114096,-2.019968822,-1.799128851,0.222136759,0.230883471
130.3972442,30.10428799,10502-12704,10.78683914,0.0492533,Ser,0.936275706,-0.922627763,-0.078706577,-0.215021556,-0.264185569,0.97,0.03,4.084792951,0.062,0.073,0.166222967,0.029972309,0.727474277,0.459237696,0.570688197,1.574915987,0.866606534,,1.162338389,,,0.053403289,,0.049048512,,,3.520742653,6.607837073,0.097646132,0.173922203,,,TRUE,,4.127900338,3.866665558,0.039749342,0.035761645,3.820824894,3.47486977,0.02142698,0.017864268,1.729584082,1.638059627,0.038152478,0.255485865,-0.026835876,-0.110666232,0.015541108,0.012031505,-0.015285627,-0.064575031,0.011042337,0.01500021,-0.20783833,-0.288433881,0.051841907,0.108263521,-0.49878397,-0.578232988,0.068826087,0.117741043,-1.532153806,-1.537008579,0.338148095,0.346922306
177.0245707,54.64627644,10510-12701,11.39350558,0.0598734,SBb,0.475837895,,,,,0.09,0.9,2.67513101,,,-4.946683955,0.064505563,-8.538926556,-6.542050874,2.640095244,3.43749686,,,,,,,,,,,0.028837391,0.555620909,0.109947143,0.051775821,,,,,1.389512331,1.478287389,0.218379445,0.2293215,4.388217802,3.844324089,0.038401697,0.028068569,2.042603243,2.012048641,0.030707726,0.050072301,0.628077156,0.387620698,0.134123704,0.09840537,-0.265616826,-0.213329315,0.032913846,0.030798517,0.304691636,-0.103899726,0.389192083,0.39846367,,0.127163772,,0.3547634,-0.350686351,-0.288995136,0.297880353,0.360497728
188.6017465,50.58200521,11832-12702,10.5062856,0.047035884,Sc?t,0.731664423,,,-0.300298566,,0.06,0.94,3.009125511,0.2,0.156,-0.399425679,0.016840551,-0.154566715,0.493749539,0.54260085,0.620454672,0.135660927,,,,,0.032108468,,,,,3.720146491,8.986265068,0.103642229,0.173268132,,,,,3.101760044,3.300571589,0.023800215,0.014349099,3.136806283,3.093828752,0.013906677,0.008925461,1.52875614,1.443469247,0.047974514,0.053038697,-0.14642657,-0.311494829,0.040361565,0.014981512,-0.381516338,-0.45662426,0.012251297,0.01316855,-0.332072453,-0.418928778,0.054847703,0.062731957,-0.637407219,-0.643407607,0.075102028,0.069581144,-1.152404953,-1.607109562,0.230029842,0.231070486
193.7952695,29.57825127,9874-3702,10.57909039,0.0248782,Ei,0.672127972,,,,,0,1,1.770592886,-2.195,0.687,-4.754288778,0.174638179,-5.130156299,-1.277514216,2.959408508,2.722585707,,,,,,,,,,,0.24240637,-0.3105309,0.028062949,0.095367664,,,,,1.273233726,,0.157534464,,3.075956485,2.788287954,0.030142421,0.024835143,1.935994378,2.052854823,0.045258156,0.20002941,0.228397944,-0.016020041,0.080987452,0.07431772,-0.186781834,-0.005691878,0.029518645,0.03121017,-0.196116995,0.206811906,0.566272952,0,0.353715833,,0,,-0.321268099,-0.306679785,0.343202875,0.427297735
178.8494341,53.89950451,10510-6102,11.40205847,0.0604617,Ei,0.596734155,,,,,0.33,0.67,2.584715176,,,-5.534996482,0.083057536,-7.685152436,-5.153140981,1.419064513,3.13686444,,,,,,,,,,,0.194434687,0.312150442,0.009839844,0.011647082,,,,,1.56441175,2.047695611,0.102629098,0.174604232,4.291060998,3.744290835,0.028111991,0.022706449,1.955238649,1.87719,0.014545197,0.04313164,0.360971995,0.048609873,0.042372807,0.032713786,-0.080683686,-0.035148866,0.029651458,0.033538058,-0.102177912,-0.06334033,0.27501601,0.305365301,-0.197569175,-0.165726329,0.236076566,0.287187178,-0.434373986,-0.658311425,0.320104357,0.207006111
236.3955418,44.43604191,9035-6103,11.41831118,0.0581797,Er,0.769922004,,,,,0,1,1.937998714,-1.285,0.82,-6.719955809,0.052816465,-8.333684375,-8.676336707,2.8182954,2.136569267,,,,,,,,,,,0.018779645,-0.070237548,0.080386095,0.065249957,,,,,1.516201363,0.892128188,0.281316558,0.142950872,4.455236239,3.846067048,0.026679674,0.027561858,2.032426757,1.970420479,0.031335753,0.042431506,,0.232038824,,0.080471678,-0.354084161,-0.142034008,0.028064553,0.020493485,,-0.277029453,,0,,-0.076984099,,0.278240358,-0.227584351,0.0454324,0.339450404,0.279716235
220.4987227,47.01116324,9868-6104,11.59438137,0.125559,Er,0.606432463,-0.273814134,0.042398836,-0.269085051,-0.057872107,0,1,2.060336809,-1.313,0.687,-6.846038629,0.080092492,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
127.2731329,25.77262689,9508-12705,10.73111536,0.0278606,Sen,0.91077682,-1.599277521,-0.287991789,-0.362241409,-0.49291428,0.7,0.3,4.175292345,0.322,0.07,0.912513347,0.01597423,1.642887713,1.218122154,0.339598128,0.970720076,1.606814772,,1.680227019,,,0.019780189,,0.051519067,,,7.244574138,8.450799336,0.229262814,0.122589382,,,,,3.96691575,3.368859377,0.016050548,0.018267196,3.326116517,2.859753532,0.021610898,0.009197019,1.611524897,1.519819945,0.088755929,0.180913826,0.026459851,-0.204319146,0.02095117,0.008907935,-0.317261567,-0.239804963,0.012658798,0.009924662,-0.365589568,-0.358506449,0.026055832,0.090221176,-0.695190753,-0.589158076,0.047476258,0.161403208,-2.03845806,-1.693086568,0.132002434,0.431990692
179.9442051,56.19978669,10510-3703,11.19785116,0.0643386,Er,0.363495382,,-0.095106099,-0.005959723,,0,1,2.057109209,-1.042,0.855,-6.914064548,0.064092361,-8.21644546,-6.610727019,1.238973383,2.175832002,,,,,,,,,,,0.349741862,0.4737135,0.024090184,0.032626817,,,,,1.493643935,1.471783928,0.100955416,0.142990022,4.439954365,3.871183927,0.027002005,0.041675849,2.071534138,2.067043141,0.026477134,0.06738257,,-0.189599188,,0.08073895,-0.21732804,-0.12554751,0.023025977,0.032831382,0.004827796,0.233214742,0.496038181,0.587824571,,-0.052012396,,0.523954207,-0.273608984,-0.346627118,0.307205395,0.233813092
206.2962739,42.31951338,8331-6104,10.24753924,0.028281,Ei,0.784396285,-1.406951395,-0.290925052,-0.164657089,-0.205552712,0,1,3.483946627,0.065,0.123,0.279845471,0.031669089,0.843862382,0.154843362,0.582092122,1.548543551,1.085037832,,0.913093924,,,0.038013399,,0.046099269,,,3.807598759,3.898688845,0.124724407,0.097524853,,,,TRUE,3.396228175,2.873909494,0.028779889,0.027195622,3.046722198,2.654962854,0.015123232,0.008112733,1.53982469,1.591073731,0.039372149,0.212875326,-0.234495043,-0.325341941,0.012921617,0.015193006,-0.137078596,-0.170544866,0.016358865,0.012129498,-0.214507581,-0.25777113,0.070941627,0.149491619,-0.480279701,-0.443962715,0.095653818,0.190077006,-1.616269217,-1.21655068,0.196703977,0.472707803
227.9736967,7.690040402,11968-12701,10.41175792,0.04483645,Ec,0.812670876,-0.634869081,-0.535145023,-0.321729023,-0.515995641,0.6,0.4,,-2.882,0.452,-3.066834311,0.026806588,-3.141812137,-3.730761916,1.657927855,0,,,,,,,,,,,0.447057471,1.7367595,0.048215157,0.374532616,,,,,1.691512234,,0.518065206,,3.134284901,2.827965535,0.059637944,0.097313839,1.815410492,1.981454916,0.028229519,0.327148857,,,,,0.074178649,,0.163197719,,-0.158135852,0.191382818,0.319351184,0.167784407,-0.089228248,-0.121744791,0.183898474,0.257274124,-0.482170572,-0.530399286,0.128757262,0.429328222
144.62822,2.57328,10514-12705,10.84391038,0.0234383,Ser(u),0.949,-0.862101096,-0.828830766,-0.172010945,-0.550596422,1,0,4.128346209,,,-0.821393726,0.030332864,0.607509658,-0.755546338,1.537841492,2.57488866,1.319403692,-0.269294869,1.198114013,0.747286863,1.44990159,0.156895925,0.198436672,0.122727768,0.099648293,0.082669951,2.485598945,3.961467516,0.081589903,0.142805059,TRUE,,TRUE,,3.79791609,2.705829471,0.062557088,0.047678199,3.522788246,2.686476177,0.03535255,0.011553423,1.869414344,1.925106143,0.050803562,0.307287186,0.24899757,-0.13342739,0.013371259,0.011938651,0.414745262,0.002044092,0.017473632,0.01226058,-0.078595895,-0.117244351,0.099485439,0.170136011,-0.399849089,-0.312530373,0.08914698,0.204790663,-1.267158524,-1.181023788,0.333056153,0.415289681
189.0799259,43.56878781,11953-12702,11.25170448,0.07275148,Sc?t,0.842312566,-1.673546567,-0.400556908,-0.3828542,-0.622609108,0.06,0.94,4.480163805,0.577,0.087,0.407010313,0.023211523,1.405129606,1.608264697,0.118702378,0.25996618,1.216923729,,1.272865419,,,0.017425046,,0.109229448,,,5.541456667,12.45038419,0.118855645,0.349366397,,,,,4.753074833,4.606082733,0.010998554,0.01133444,4.198952868,3.977905691,0.014330052,0.009229503,1.702795238,1.536999919,0.023665452,0.071996348,0.097502009,-0.105228465,0.011718209,0.007991248,-0.304367659,-0.471390411,0.009774417,0.00567334,-0.340767652,-0.409840286,0.037838382,0.024617305,-0.804310961,-0.850842962,0.082094731,0.080186952,-2.027890331,-2.018002803,0.104352895,0.127986983
339.6694191,0.100983055,12069-6104,11.52654837,0.059041668,99,0.521191808,-0.796393797,0.45291236,0.296170494,0.200606185,0,1,2.63973083,-0.929,0.832,-6.21392266,0.052342669,-6.42576485,-6.595969043,0.771311523,2.03875797,,-4.118425939,,-4.118425939,,,0.436724396,,0.436724396,,0.85422327,0.579540529,0.020980053,0.011128811,,TRUE,,TRUE,2.340100415,1.595270595,0.058400927,0.055613609,4.640815042,3.968633818,0.02613678,0.024171333,2.078613514,2.027195272,0.024784175,0.046704502,0.297782106,0.354069344,0.029288027,0.029692329,-0.25198963,-0.173010381,0.018035781,0.01834781,0.222857932,0.22346782,0.043811835,0.122954338,-0.225048959,-0.207076815,0.106601926,0.25739997,-0.724184781,-0.331103938,0.226567373,0.24121281
125.0694724,46.87264874,10495-3701,11.03332666,0.0529408,Er,0.504846732,-1.394274802,-0.234620804,-0.031643092,-0.472045354,0,1,3.520120094,0.236,0.468,-2.415353327,0.056186537,-0.42189417,-2.075116776,0.240899349,1.413274726,,,-0.683667677,,,,,0.105934798,,,3.541394667,1.82693692,0.065127607,0.042760056,,TRUE,,TRUE,4.09720644,2.800042693,0.032654752,0.0419911,4.209145595,3.474353294,0.024506956,0.018514758,1.822058667,1.902097198,0.012540575,0.087307608,0.085824854,-0.088087126,0.039494686,0.019602187,-0.252131556,-0.235641324,0.015853757,0.01381433,-0.164057049,-0.172479038,0.075829381,0.205045262,-0.725616787,-0.558224764,0.137398612,0.152685775,-1.579502838,-1.119392814,0.277316405,0.369269556
126.1791797,54.22423636,10494-3701,10.53397585,0.0317928,Sb2m,0.401819254,-2.004247462,-0.347722315,-0.344506767,-0.48805517,0.04,0.96,4.494221785,0.132,0.084,0.772752559,0.005441784,1.031344511,0.745693993,0.179569028,0.286834584,0.781603727,,0.995043941,,,0.012296741,,0.065399885,,,22.01204628,30.72944322,0.97390482,0.609246718,,,,,4.351014278,3.921594661,0.015877489,0.013578754,3.93315968,3.607877024,0.012531694,0.011966308,1.356966446,1.272595124,0.06102201,0.057945991,-0.224293076,-0.314620895,0.009203223,0.002672456,-0.480704636,-0.386936476,0.012754623,0.006705224,-0.391482976,-0.425501467,0.047713489,0.045968059,-0.756003747,-0.686429177,0.049730865,0.093674497,-1.968302782,-1.818346331,0.12771166,0.259025251
127.489367,44.94015843,8725-1902,10.94896829,0.0426329,Er,0.512077918,-1.017108932,0.214761683,0.05208059,0.233439903,0,1,3.371366327,0.727,0.04,-2.999694059,0.058995949,-2.463939345,-3.230738279,1.898883705,1.97729277,,-2.600608611,,-2.270661161,,,0.269848349,,0.267584125,,0.847549464,0.607601385,0.016506725,0.012834083,,TRUE,,TRUE,3.263733854,2.40891124,0.081872754,0.066942548,4.120122487,3.413608616,0.018514676,0.012706756,1.592949565,1.641026718,0.013154846,0.037889283,-0.095090821,-0.076434821,0.019604555,0.016473726,0.054671603,0.059035232,0.024677964,0.018606603,0.038936861,0.062680186,0.196490021,0.17667647,-0.184079546,-0.260154315,0.223377629,0.23818841,-1.121347011,-0.690492543,0.32711846,0.317311241
117.2904207,20.13765547,9497-9102,11.29350562,0.0729638,99,0.884932134,-1.403385036,0.161369335,-0.060627048,-0.044905391,0.56,0.44,4.781278643,0.244,0.251,-0.074815228,0.042098009,0.246874268,1.117807812,0.800674622,1.029881697,1.590264483,0.461006711,1.297982506,0.873558754,,0.050577471,0.237476242,0.088679291,0.200708964,,2.802500952,4.367371356,0.061698184,0.095969921,,TRUE,,TRUE,4.759208396,4.424734329,0.062255886,0.045417636,4.627340841,3.974489332,0.018980904,0.027750536,1.894329524,1.67344,0.03317761,0.095656295,-0.095169721,-0.201285626,0.009801909,0.012951955,0.080312891,-0.081341517,0.017591684,0.01603738,-0.052246466,-0.189918518,0.036211544,0.072196679,-0.335123484,-0.476792389,0.041618992,0.098338129,-1.390575284,-1.448490926,0.071592285,0.267735291
204.4508004,53.38999548,9884-9101,11.1036182,0.0636309,Sc2t(r),0.820334499,-2.126689744,-0.460147526,-0.411583457,-0.558783821,0.29,0.71,4.625512818,0.342,0.123,0.843581262,0.017859583,1.829897832,1.766629419,0.189068699,0.217755115,1.497037763,,1.348364513,,,0.018350447,,0.204182322,,,9.671027241,22.27065061,0.427823503,0.682431432,,,,,4.953225511,4.814533421,0.011270239,0.008224231,4.244249732,4.128622821,0.009222786,0.007242329,1.492213103,1.35987811,0.033544011,0.065884222,-0.202389949,-0.215548008,0.008173006,0.00520511,-0.396796008,-0.39276109,0.009767342,0.013211191,-0.391627774,-0.450395713,0.039025587,0.029915605,-0.742324897,-0.728293607,0.027183401,0.05782291,-2.160449099,-1.9603863,0.150824456,0.189501563
252.4303549,38.87271661,8612-6103,11.43497249,0.0615035,Ei(r),0.702730645,,,,,0,1,1.387018293,-0.33,0.09,-9.398468919,0.051970949,-10.91611135,-9.905161994,2.05878387,2.726082761,,,,,,,,,,,0.2412621,0.270362478,0.013245142,0.022007367,,,,,0.709190636,0.522447576,0.173785189,0.293371507,4.592538702,3.96761203,0.029643912,0.037089661,2.065003243,2.016909091,0.020133173,0.04025242,0.288995765,0.323569489,0.089157289,0.097782795,-0.240269945,-0.087163084,0.022558634,0.034546101,-0.157425999,,0.005426447,,0.379386465,0.23306464,0,0.177199085,0.027413881,0.258073204,0.35386882,0.26583011
180.9425598,43.98446029,8259-12703,9.845079617,0.0227985,Ec,0.949,-1.589753873,0.018254239,-0.749395424,-0.357392153,0.94,0.06,3.337549852,-0.467,0.164,-0.435736439,0.01987874,0.373817864,-0.539544401,0.570023124,1.718464021,0.348350858,,,,,0.017463842,,,,,12.01621742,18.56310395,0.273825569,0.516654548,,,,TRUE,3.264093284,3.13088075,0.033741018,0.039677975,3.082604512,3.000406255,0.023721561,0.02748245,1.329286978,1.371907473,0.073662595,0.299405845,-0.187839601,-0.093174872,0.009551595,0.010550683,-0.03641235,0.044099734,0.008203911,0.008586117,-0.622461939,-0.53639524,0.094578347,0.357962882,-0.48231714,-0.3495822,0.123104909,0.310940412,-1.59226469,-1.366832534,0.274980396,0.533196512
186.7300771,52.0756533,11957-3702,11.12260038,0.030019931,Ei,0.735275364,-0.548891364,0.050662995,0.08532635,-0.674361068,0.33,0.67,2.850016171,-1.523,0.549,-2.954066493,0.089801384,-2.624398713,-3.179628658,1.991604861,2.384867442,,,,,,,,,,,0.778177869,0.666031046,0.022290795,0.016759574,,TRUE,,TRUE,2.755771091,2.190272247,0.061298089,0.074119532,3.665051823,3.120681682,0.023775026,0.015502202,1.974094453,1.857546386,0.037317057,0.073947533,0.318941623,0.247582485,0.031606524,0.054894005,-0.114962994,-0.044087524,0.020092929,0.016273139,-0.024670927,-0.108541322,0.220628532,0.232735385,-0.634280839,-0.526723231,0.33892191,0.305373903,-0.674653535,-0.437774528,0.225686765,0.276911924
133.1900697,3.597640172,10840-3701,9.69001704,0.027031545,Er,0.709011418,-2.016588167,-0.607666392,-0.497757792,-0.486971449,0,1,3.753537312,-0.801,0.129,-0.23668827,0.038027388,0.923530368,-1.194612377,0.582252477,2.453011341,1.055609037,,0.764443348,,,0.050105135,,0.213871647,,,22.80417453,12.68573471,0.706642352,0.241704959,,,,,3.5178892,2.542209384,0.036747506,0.082011959,3.140632318,2.609550237,0.027601853,0.016218503,1.368272981,1.450606743,0.060906269,0.335242089,-0.278406236,-0.312190267,0.014464639,0.027169726,-0.438140698,-0.157032523,0.010723284,0.020903169,-0.412784499,-0.176189946,0.080936531,0.225776796,-0.579601598,-0.186715724,0.098991628,0.230141586,-1.755601046,-0.730851415,0.274789294,0.484466866
149.6546934,-0.929517909,10843-3704,11.36852524,0.061398733,Ei,0.641154852,-0.339933586,,0.144432832,-0.196541774,0.14,0.86,2.935015468,,,-4.845711871,0.102444897,-4.09975822,-5.114915354,0.987665937,2.493989207,,,,,,,,,,,0.842653784,0.439278035,0.022314497,0.013113371,,TRUE,,TRUE,3.054997428,2.271589766,0.068840762,0.091229675,4.507741383,3.965344472,0.024042349,0.02262734,2.026137297,1.999552955,0.017365866,0.043706663,0.254809138,0.303430097,0.028583772,0.048007159,-0.228591973,-0.099322178,0.023523113,0.023438359,-0.206495212,-0.139468241,0.24800937,0.324799588,-0.639088837,-0.550310754,0.212575664,0.259631024,-1.133465404,-0.787163121,0.220744068,0.279463327
247.6116655,26.06003804,9049-12705,11.33954092,0.0486161,Er,0.418887802,-0.882656331,0.294324305,0.085978579,-0.2025251,0,1,2.706500476,-0.854,0.793,-5.339806263,0.045412291,-4.90218019,-5.928569141,0.828044578,2.278600526,,,,,,,,,,,1.200570449,0.559530871,0.043440724,0.019222124,,TRUE,,TRUE,2.58886553,1.618118252,0.051834643,0.078933444,4.334141024,3.636878887,0.024212826,0.020945855,2.014570612,1.964223152,0.01617742,0.038520635,0.323609719,0.135440659,0.013381481,0.029096142,-0.291739573,-0.129834744,0.010663045,0.016155129,0.031343725,0.006985967,0.112368235,0.257563092,-0.497761837,-0.184285349,0.235338076,0.408802538,-0.813407084,-0.470453732,0.244298345,0.365858137
152.567215,-0.074791037,10846-6101,11.47660533,0.09642068,Sb4m(r),0.274095529,-0.6776525,0.29081787,-0.110263,-0.171843693,0,1,4.562143918,0.487,0.422,-0.348313561,0.030197791,-3.409193431,0.69426267,0.129928352,2.553128433,,0.521642757,0.636204983,0.706088638,,,0.119422897,0.06713935,0.124808456,,0.450689769,0.778799842,0.019048468,0.035884919,,TRUE,,TRUE,3.354470235,4.583125753,0.038474366,0.136129158,4.638107244,4.362474766,0.023154753,0.020512101,1.62078,1.607029868,0.011572739,0.029281394,0.007200713,-0.098854639,0.018306015,0.017727785,0.010078997,0.39150156,0.025222282,0.042473856,0.230099772,0.135924781,0.048379837,0.145438207,-0.329197382,-0.241369458,0.134032905,0.334662897,-0.82379666,-0.600808889,0.268173071,0.371141203
245.6121455,40.56313073,12673-12701,11.52695123,0.13355514,Er,0.645719977,,,,,0,1,,-0.98,0.749,-5.810076059,0.027531708,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
