_RAJ2000_1,_DEJ2000_1,Source,RAJ2000_1,DEJ2000_1,Link,Speak,e_Speak,SpeakTot,e_SpeakTot,Maj,Min,e_Min,DCMaj,DCMin,PA,e_PA,DCPA,Islrms,SCode,Mosaic,Npoint,MaskFract,_RAJ2000_2,_DEJ2000_2,ID,RAJ2000_2,DEJ2000_2,z,IR,WISE,logLIR,e_logLIR,Xray,BAT,logLX,Rad,NVSS,FIRST,Class,logLRad,e_logLRad,Broad,logLBr,e_logLBr,DR15,Sloan,Simbad,NED,recno,Separation
163.43243,49.49786,ILTJ105343.79+492952.2,163.43243,49.49786,https://vo.astron.nl/getproduct/LoTSS-DR2/P2Hetdex01 ,58.661,0.131,240.414,5.08,23.99,18.4,0.1,23.22,17.4,59.67,1.11,59.67,0.131,M,P2Hetdex01 ,4,1,163.43388,49.498867,8999-3702  ,163.43388,49.498867,0.140583,0,1,0,0,0,0,0,1,1,1,LERG,46.093636,47.249737,0,0,0,1,Sloan,Simbad,NED,266,4.962989092
162.21863,50.03676,ILTJ104852.47+500212.3,162.21863,50.03676,https://vo.astron.nl/getproduct/LoTSS-DR2/P2Hetdex01 ,3.094,0.097,5.769,0.262,8.94,7.51,0.22,6.63,4.51,146.17,8.36,146.17,0.09,S,P2Hetdex01 ,5,1,162.21872,50.03666,8994-9102  ,162.21872,50.03666,0.023359,0,1,0,0,0,0,0,1,1,1,,43.57073,44.701653,0,0,0,0,Sloan,Simbad,NED,257,0.415094318
201.41086,33.68037,ILTJ132538.61+334049.3,201.41086,33.68037,https://vo.astron.nl/getproduct/LoTSS-DR2/P201+35    ,1.022,0.065,15.088,1.017,27.51,19.33,1.2,26.85,18.37,2.64,9.85,2.64,0.097,S,P201+35    ,4,0.89,201.4111,33.68043,8444-12703 ,201.4111,33.68043,0.039217,0,1,0,0,0,0,0,1,1,0,,44.025696,45.16127,0,0,0,1,Sloan,Simbad,NED,126,0.763669608
233.03273,49.12499,ILTJ153207.86+490729.9,233.03273,49.12499,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+50    ,16.554,0.07,50.184,0.505,12.33,9.84,0.04,10.77,7.8,94.95,0.94,94.95,0.07,M,P231+50    ,3,1,233.03276,49.124825,8485-6103  ,233.03276,49.124825,0.025367,0,1,0,0,0,0,0,1,1,1,,43.959824,45.094727,0,0,0,1,Sloan,Simbad,NED,146,0.594875737
222.45345,33.85893,ILTJ144948.82+335132.1,222.45345,33.85893,https://vo.astron.nl/getproduct/LoTSS-DR2/P223+35    ,17.895,0.092,535.332,2.153,57.49,21.98,0.1,57.18,21.14,144.51,0.45,144.51,0.092,M,P223+35    ,4,1,222.45377,33.857456,9024-1901  ,222.45377,33.857456,0.08828,0,1,0,0,0,0,0,1,1,0,LERG,45.927032,47.081512,0,0,0,1,Sloan,Simbad,NED,273,5.386764211
166.65572,46.0389,ILTJ110637.37+460220.0,166.65572,46.0389,https://vo.astron.nl/getproduct/LoTSS-DR2/P5Hetdex   ,20.377,0.088,26.935,0.185,7.12,6.68,0.03,3.84,2.94,123.72,3.17,123.72,0.083,S,P5Hetdex   ,4,1,166.6557,46.038776,8257-3703  ,166.6557,46.038776,0.025272,0,1,0,0,0,0,0,1,1,1,,44.09039,45.22662,0,0,0,1,Sloan,Simbad,NED,84,0.441104402
165.49583,45.22805,ILTJ110159.00+451340.9,165.49583,45.22805,https://vo.astron.nl/getproduct/LoTSS-DR2/P5Hetdex   ,9.144,0.063,65.459,0.798,19.59,18.05,0.09,18.65,17.02,76.33,2.63,76.33,0.063,M,P5Hetdex   ,3,1,165.49582,45.228024,8257-12701 ,165.49582,45.228024,0.02029,0,1,0,0,0,0,0,1,1,1,,43.86597,44.999916,0,0,0,1,Sloan,Simbad,NED,83,0.103623267
164.86497,46.12115,ILTJ105927.60+460716.1,164.86497,46.12115,https://vo.astron.nl/getproduct/LoTSS-DR2/P5Hetdex   ,0.589,0.07,38.654,1.911,54.8,26.01,1.68,54.47,25.31,116.66,6.76,116.66,0.07,M,P5Hetdex   ,4,0,164.86395,46.12239,8993-12701 ,164.86395,46.12239,0.022514,0,1,0,0,0,0,0,1,1,0,,43.651817,44.783573,0,0,0,1,Sloan,Simbad,NED,256,5.140790624
172.31723,51.52327,ILTJ112916.14+513123.7,172.31723,51.52327,https://vo.astron.nl/getproduct/LoTSS-DR2/P12Hetdex11,9.593,0.064,24.397,0.455,14.38,8.86,0.05,13.07,6.51,8.46,0.79,8.46,0.064,M,P12Hetdex11,5,1,172.31723,51.523235,8992-12702 ,172.31723,51.523235,0.033043,0,1,0,0,0,0,0,1,1,1,,43.905952,45.040306,0,0,0,1,Sloan,Simbad,NED,255,0.123596191
171.394,52.54648,ILTJ112534.56+523247.3,171.394,52.54648,https://vo.astron.nl/getproduct/LoTSS-DR2/P12Hetdex11,9.704,0.069,21.839,0.593,9.57,8.08,0.06,7.45,5.41,104.34,2.06,104.34,0.069,M,P12Hetdex11,4,1,171.39412,52.546295,8997-12702 ,171.39412,52.546295,0.027237,0,1,0,0,0,0,0,1,1,1,,43.694035,44.82622,0,0,0,1,Sloan,Simbad,NED,262,0.711291046
171.10236,51.23489,ILTJ112424.56+511405.6,171.10236,51.23489,https://vo.astron.nl/getproduct/LoTSS-DR2/P12Hetdex11,1.577,0.041,25.746,0.711,25.79,22.8,0.59,25.08,22,144.68,8.5,144.68,0.064,S,P12Hetdex11,4,1,171.10266,51.23494,8947-12704 ,171.10266,51.23494,0.027401,0,1,0,0,0,0,0,1,1,0,,43.70533,44.837635,0,0,0,1,Sloan,Simbad,NED,233,0.710674906
203.98814,41.60458,ILTJ133557.16+413616.5,203.98814,41.60458,https://vo.astron.nl/getproduct/LoTSS-DR2/P202+42    ,1.949,0.061,2.192,0.115,6.39,6.34,0.2,2.19,2.05,130.38,167.67,130.38,0.059,S,P202+42    ,4,1,203.98819,41.60465,8331-9101  ,203.98819,41.60465,0.062476,0,1,0,0,0,0,0,1,1,1,LERG,44.46146,45.60144,0,0,0,1,Sloan,Simbad,NED,106,0.276203468
205.23582,26.48669,ILTJ134056.60+262912.1,205.23582,26.48669,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+27    ,4.663,0.097,6.746,0.216,7.53,6.92,0.14,4.54,3.45,40.23,10.81,40.23,0.091,S,P204+27    ,4,1,205.23576,26.48672,8952-12704 ,205.23576,26.48672,0.075374,0,1,0,0,0,0,0,1,1,1,LERG,45.193596,46.34088,0,0,0,1,Sloan,Simbad,NED,236,0.222002063
204.91188,27.40469,ILTJ133938.85+272416.8,204.91188,27.40469,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+27    ,4.314,0.162,11.909,0.59,11.53,8.62,0.3,9.85,6.19,152.23,6.53,152.23,0.153,S,P204+27    ,3,1,204.91205,27.404594,8952-6102  ,204.91205,27.404594,0.035324,0,1,0,0,0,0,0,1,1,1,LERG,44.16341,45.30038,0,0,0,1,Sloan,Simbad,NED,237,0.636895938
204.35349,27.41917,ILTJ133724.83+272509.0,204.35349,27.41917,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+27    ,3.032,0.154,45.336,1.744,19.12,16.15,0.76,18.15,15,25.56,13.25,25.56,0.154,M,P204+27    ,3,1,204.35349,27.419218,8984-12705 ,204.35349,27.419218,0.03719,0,1,0,0,0,0,0,1,1,0,,44.09575,45.232033,0,0,0,1,Sloan,Simbad,NED,243,0.171661377
203.19016,26.58038,ILTJ133245.63+263449.3,203.19016,26.58038,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+27    ,36.915,0.248,61.962,1.97,7.73,7.17,0.05,4.87,3.93,105.97,4.26,105.97,0.248,M,P204+27    ,2,1,203.1901,26.580376,8982-3703  ,203.1901,26.580376,0.047375,1,1,43.953316,43.02453,0,0,0,1,1,1,,44.71656,45.8591,0,0,0,1,Sloan,Simbad,NED,240,0.196982407
205.28278,23.28214,ILTJ134107.87+231655.6,205.28278,23.28214,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+25    ,62.509,0.224,121.759,1.706,9.73,9.12,0.04,7.66,6.87,117.27,2.61,117.27,0.224,M,P204+25    ,2,1,205.28273,23.282055,8311-6104  ,205.28273,23.282055,0.027325,1,1,44.21656,43.27743,0,0,0,0,1,1,,0,0,0,0,0,1,Sloan,Simbad,NED,90,0.344078052
205.2133,24.47333,ILTJ134051.19+242823.9,205.2133,24.47333,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+25    ,7.025,0.194,30.344,1.016,13.26,11.73,0.32,11.83,10.07,4.28,10.41,4.28,0.196,S,P204+25    ,2,1,205.21317,24.473312,9881-6102  ,205.21317,24.473312,0.027358,0,1,0,0,0,0,0,1,1,1,,43.8781,45.012173,0,0,0,1,Sloan,Simbad,NED,385,0.454190236
205.01222,23.14297,ILTJ134002.93+230834.6,205.01222,23.14297,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+25    ,6.505,0.133,25.562,1.08,11.91,10.23,0.21,10.29,8.29,150.87,6.28,150.87,0.133,M,P204+25    ,2,1,205.01218,23.142973,8311-3703  ,205.01218,23.142973,0.031956,0,1,0,0,0,0,0,1,1,1,,43.93881,45.073498,0,0,0,1,Sloan,Simbad,NED,89,0.152154388
242.58505,43.01008,ILTJ161020.41+430036.2,242.58505,43.01008,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+43    ,8.989,0.076,27.51,0.554,13.15,9.6,0.08,11.7,7.49,23.1,1.42,23.1,0.076,M,P240+43    ,4,1,242.58522,43.009644,8600-1901  ,242.58522,43.009644,0.025504,0,1,0,0,0,0,0,1,1,1,,43.74536,44.87808,0,0,0,1,Sloan,Simbad,NED,174,1.626708967
241.15134,43.87974,ILTJ160436.32+435247.0,241.15134,43.87974,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+43    ,0.571,0.088,1.562,0.315,10.61,9.29,1.38,8.75,7.1,71.46,51.67,71.46,0.082,S,P240+43    ,3,0.49,241.15099,43.879787,9031-12705 ,241.15099,43.879787,0.060173,0,1,0,0,0,0,0,0,0,0,,0,0,1,44.71017,5.7200747,1,Sloan,Simbad,NED,282,0.92546409
240.67967,41.1976,ILTJ160243.12+411151.3,240.67967,41.1976,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+43    ,9.874,0.145,77.03,1.797,27.91,13.18,0.22,27.25,11.73,62.54,1.76,62.54,0.145,M,P240+43    ,3,1,240.67741,41.19726,8313-12702 ,240.67741,41.19726,0.033522,0,1,0,0,0,0,0,1,1,1,,44.28225,45.42042,0,0,0,1,Sloan,Simbad,NED,91,6.238190486
137.44089,41.95571,ILTJ090945.81+415720.5,137.44089,41.95571,https://vo.astron.nl/getproduct/LoTSS-DR2/P135+42    ,703.369,0.291,3249.99,2.776,14.92,9.78,0,13.66,7.72,48.87,0.06,48.87,0.291,M,P135+42    ,4,1,137.44128,41.955868,8247-9102  ,137.44128,41.955868,0.140338,0,1,0,0,0,0,0,1,1,0,LERG,46.6618,47.823376,0,0,0,1,Sloan,Simbad,NED,75,1.202127008
136.7201,41.40844,ILTJ090652.82+412430.4,136.7201,41.40844,https://vo.astron.nl/getproduct/LoTSS-DR2/P135+42    ,12.775,0.083,18.054,0.364,7.43,6.76,0.05,4.39,3.12,2.18,3.22,2.18,0.083,M,P135+42    ,4,1,136.71999,41.408253,8247-6103  ,136.71999,41.408253,0.027606,0,1,0,0,0,0,0,1,1,1,LERG,44.628975,45.770638,0,0,0,1,Sloan,Simbad,NED,74,0.732109326
120.86662,25.10273,ILTJ080327.99+250609.8,120.86662,25.10273,https://vo.astron.nl/getproduct/LoTSS-DR2/P120+27    ,11.043,0.167,24.538,0.513,9.39,8.52,0.13,7.22,6.05,97.27,6.97,97.27,0.154,S,P120+27    ,1,1,120.866936,25.102682,8940-6102  ,120.866936,25.102682,0.027752,0,1,0,0,0,0,0,1,1,1,,43.775063,44.90808,0,0,0,1,Sloan,Simbad,NED,227,1.034084927
120.08726,26.6138,ILTJ080020.94+263649.6,120.08726,26.6138,https://vo.astron.nl/getproduct/LoTSS-DR2/P120+27    ,5.261,0.1,50.102,1.479,22.15,17.48,0.25,21.33,16.42,143,3.03,143,0.1,M,P120+27    ,2,1,120.08742,26.613527,8940-12702 ,120.08742,26.613527,0.027067,1,1,44.540382,43.596264,1,1,44.627884,1,1,1,,43.964523,45.099476,1,45.19885,5.7787433,1,Sloan,Simbad,NED,226,1.109076142
119.86884,26.88976,ILTJ075928.52+265323.1,119.86884,26.88976,https://vo.astron.nl/getproduct/LoTSS-DR2/P120+27    ,4.699,0.097,21.627,0.812,14.52,9.93,0.19,13.22,7.91,166.98,2.88,166.98,0.097,M,P120+27    ,3,1,119.86882,26.889648,8986-6101  ,119.86882,26.889648,0.026813,0,1,0,0,0,0,0,1,1,1,,43.66966,44.801598,0,0,0,0,Sloan,Simbad,NED,246,0.404977937
233.11526,41.81145,ILTJ153227.66+414841.2,233.11526,41.81145,https://vo.astron.nl/getproduct/LoTSS-DR2/P233+43    ,4.709,0.077,31.919,0.864,18.39,13.96,0.2,17.39,12.6,9.86,2.72,9.86,0.077,M,P233+43    ,3,1,233.11523,41.811787,9872-9101  ,233.11523,41.811787,0.041855,0,1,0,0,0,0,0,1,1,1,LERG,44.10054,45.236874,0,0,0,1,Sloan,Simbad,NED,383,1.211267129
257.00134,36.34451,ILTJ170800.32+362040.2,257.00134,36.34451,https://vo.astron.nl/getproduct/LoTSS-DR2/P255+38    ,12.449,0.103,21.336,0.635,7.93,7.35,0.06,5.18,4.24,141.54,4.93,141.54,0.103,M,P255+38    ,3,1,257.00137,36.34442,8614-3703  ,257.00137,36.34442,0.036461,0,1,0,0,0,0,0,1,1,1,,44.093746,45.23001,0,0,0,0,Sloan,Simbad,NED,184,0.328018802
255.70859,36.70723,ILTJ170250.06+364226.0,255.70859,36.70723,https://vo.astron.nl/getproduct/LoTSS-DR2/P255+38    ,6.258,0.114,28.201,0.958,12.62,10.72,0.2,11.1,8.89,103.15,5.45,103.15,0.114,M,P255+38    ,3,1,255.70906,36.70675,8606-9102  ,255.70906,36.70675,0.032843,0,1,0,0,0,0,0,1,1,1,,43.937157,45.07183,0,0,0,1,Sloan,Simbad,NED,178,2.204060403
255.02985,37.83924,ILTJ170007.16+375021.2,255.02985,37.83924,https://vo.astron.nl/getproduct/LoTSS-DR2/P255+38    ,1.28,0.063,14.8,0.794,23.66,17.6,0.85,22.89,16.54,11.98,8.31,11.98,0.087,S,P255+38    ,3,0.93,255.02988,37.8395,8606-12701 ,255.02988,37.8395,0.063616,0,1,0,0,0,0,0,1,1,0,,44.400497,45.539864,0,0,0,1,Sloan,Simbad,NED,177,0.937859786
175.1973,46.54043,ILTJ114047.35+463225.5,175.1973,46.54043,https://vo.astron.nl/getproduct/LoTSS-DR2/P13Hetdex12,6.192,0.06,8.31,0.128,7.34,6.59,0.06,4.22,2.72,127.95,4.26,127.95,0.057,S,P13Hetdex12,3,1,175.1973,46.540493,8945-3704  ,175.1973,46.540493,0.053886,0,1,0,0,0,0,0,1,1,1,LERG,44.683926,45.82614,0,0,0,1,Sloan,Simbad,NED,230,0.233459473
241.30159,45.45307,ILTJ160512.38+452711.0,241.30159,45.45307,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+45    ,7.279,0.078,12.319,0.578,7.52,6.82,0.08,4.54,3.23,6.01,5,6.01,0.078,M,P240+45    ,3,1,241.30154,45.453186,9031-12704 ,241.30154,45.453186,0.043707,0,2,0,0,0,0,0,1,1,1,,44.177475,45.31459,0,0,0,1,Sloan,Simbad,NED,281,0.427898884
241.2712,45.44314,ILTJ160505.09+452635.3,241.2712,45.44314,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+45    ,0.679,0.049,10.781,0.823,31.31,18.25,1.27,30.73,17.24,116.39,9.31,116.39,0.076,S,P240+45    ,3,0.89,241.27145,45.442993,8549-12702 ,241.27145,45.442993,0.043602,0,1,0,0,0,0,0,0,0,0,,0,0,1,44.72702,5.722087,1,Sloan,Simbad,NED,149,0.837622444
239.97464,44.70894,ILTJ155953.91+444232.1,239.97464,44.70894,https://vo.astron.nl/getproduct/LoTSS-DR2/P240+45    ,181.412,0.132,221.032,0.612,7.86,6.95,0.01,5.08,3.51,83.96,0.29,83.96,0.132,M,P240+45    ,3,1,239.97495,44.70899,9031-3704  ,239.97495,44.70899,0.04206,0,1,0,0,0,0,0,1,1,1,LERG,45.032646,46.178333,0,0,0,1,Sloan,Simbad,NED,283,0.800937009
194.92482,43.75324,ILTJ125941.96+434511.6,194.92482,43.75324,https://vo.astron.nl/getproduct/LoTSS-DR2/P195+42    ,5.43,0.07,29.152,0.443,15.31,12.63,0.16,14.08,11.11,44.85,2.94,44.85,0.075,S,P195+42    ,2,1,194.92503,43.75318,8317-6102  ,194.92503,43.75318,0.05809,0,1,0,0,0,0,0,1,1,1,,44.367912,45.50695,0,0,0,1,Sloan,Simbad,NED,94,0.592463221
256.5329,33.484,ILTJ170607.90+332902.4,256.5329,33.484,https://vo.astron.nl/getproduct/LoTSS-DR2/P256+33    ,5.411,0.111,21.826,0.529,42.08,15.78,0.76,41.65,14.6,33.66,4.52,33.66,0.111,M,P256+33    ,4,0.85,256.53177,33.482845,9883-6104  ,256.53177,33.482845,0.101063,0,1,0,0,0,0,0,1,1,1,LERG,45.1953,46.3426,0,0,0,1,Sloan,Simbad,NED,388,5.36739827
255.63818,33.5167,ILTJ170233.17+333100.1,255.63818,33.5167,https://vo.astron.nl/getproduct/LoTSS-DR2/P256+33    ,55.038,0.119,80.531,0.842,8.02,7.34,0.02,5.32,4.22,64.87,1.13,64.87,0.119,M,P256+33    ,3,1,255.6381,33.51664,8613-6102  ,255.6381,33.51664,0.086648,0,1,0,0,0,0,0,1,1,1,LERG,44.896793,46.041134,0,0,0,1,Sloan,Simbad,NED,182,0.317357744
176.27744,53.64861,ILTJ114506.59+533855.0,176.27744,53.64861,https://vo.astron.nl/getproduct/LoTSS-DR2/P178+55    ,16.046,0.074,598.081,1.979,78.24,23.88,0.09,78.01,23.11,93.5,0.32,93.5,0.074,M,P178+55    ,3,1,176.27718,53.647964,8991-3702  ,176.27718,53.647964,0.069271,0,1,0,0,0,0,0,1,1,1,LERG,45.757793,46.910625,0,0,0,1,Sloan,Simbad,NED,253,2.385956352
131.6358,29.59837,ILTJ084632.59+293554.1,131.6358,29.59837,https://vo.astron.nl/getproduct/LoTSS-DR2/P132+29    ,23.755,0.147,393.771,2.319,34.53,16.04,0.08,34,14.88,47.25,0.49,47.25,0.147,M,P132+29    ,2,1,131.63524,29.598722,10499-12702,131.63524,29.598722,0.070456,0,1,0,0,0,0,0,1,1,1,LERG,45.583508,46.734634,0,0,0,0,Sloan,Simbad,NED,24,2.176422385
244.07408,47.98174,ILTJ161617.78+475854.2,244.07408,47.98174,https://vo.astron.nl/getproduct/LoTSS-DR2/P244+48    ,3.896,0.103,21.54,0.664,18.16,10.96,0.27,17.14,9.18,103.43,2.78,103.43,0.112,S,P244+48    ,3,1,244.07472,47.9816,8548-12704 ,244.07472,47.9816,0.020843,0,1,0,0,0,0,0,1,1,1,,43.473824,44.60375,0,0,0,1,Sloan,Simbad,NED,148,1.62152318
183.37196,50.74154,ILTJ121329.27+504429.5,183.37196,50.74154,https://vo.astron.nl/getproduct/LoTSS-DR2/P22Hetdex04,147.842,0.301,212.103,2.177,8.75,7.54,0.02,6.37,4.56,52.16,0.67,52.16,0.301,M,P22Hetdex04,4,1,183.372,50.741528,10508-6101 ,183.372,50.741528,0.030922,0,1,0,0,0,0,0,1,1,1,LERG,44.975376,46.1205,0,0,0,0,Sloan,Simbad,NED,25,0.080813823
234.54169,57.60337,ILTJ153810.01+573612.1,234.54169,57.60337,https://vo.astron.nl/getproduct/LoTSS-DR2/P232+58    ,3.019,0.074,17.573,0.75,14.87,10.9,0.25,13.61,9.1,143.81,4.02,143.81,0.074,M,P232+58    ,3,1,234.54184,57.603653,8553-9102  ,234.54184,57.603653,0.073995,0,1,0,0,0,0,0,0,1,0,,0,0,1,44.89553,5.7422504,1,Sloan,Simbad,NED,156,1.057994649
233.96835,57.90266,ILTJ153552.41+575409.5,233.96835,57.90266,https://vo.astron.nl/getproduct/LoTSS-DR2/P232+58    ,14.212,0.083,18.756,0.174,7.1,6.69,0.04,3.8,2.96,96.06,5.46,96.06,0.079,S,P232+58    ,3,1,233.96834,57.902637,8553-1901  ,233.96834,57.902637,0.030763,1,1,44.6126,43.66362,1,1,44.52788,0,1,1,,0,0,1,45.395443,5.80253,1,Sloan,Simbad,NED,154,0.087414569
233.7123,56.45102,ILTJ153450.95+562703.6,233.7123,56.45102,https://vo.astron.nl/getproduct/LoTSS-DR2/P232+58    ,15.787,0.073,26.158,0.366,9,6.8,0.03,6.7,3.19,58.5,0.86,58.5,0.073,M,P232+58    ,4,1,233.7126,56.45108,8553-6102  ,233.7126,56.45108,0.039768,0,1,0,0,0,0,0,1,1,1,,44.17398,45.311058,0,0,0,1,Sloan,Simbad,NED,155,0.64569441
138.75314,42.02435,ILTJ091500.75+420127.6,138.75314,42.02435,https://vo.astron.nl/getproduct/LoTSS-DR2/P139+42    ,25.688,0.104,58.269,0.609,9.89,9.01,0.04,7.87,6.72,42.38,2.06,42.38,0.104,M,P139+42    ,4,1,138.75314,42.02439,8250-6101  ,138.75314,42.02439,0.028085,0,1,0,0,0,0,0,1,1,1,,44.135777,45.27247,0,0,0,1,Sloan,Simbad,NED,78,0.151062012
235.46375,55.46777,ILTJ154151.30+552803.9,235.46375,55.46777,https://vo.astron.nl/getproduct/LoTSS-DR2/P236+55    ,1.718,0.075,3.609,0.221,9.82,7.7,0.31,7.77,4.83,71.17,7.55,71.17,0.07,S,P236+55    ,4,1,235.46388,55.467854,8553-12705 ,235.46388,55.467854,0.048357,1,1,43.926914,42.9929,0,0,0,0,0,0,,0,0,0,0,0,1,Sloan,Simbad,NED,153,0.412091991
144.78781,45.37103,ILTJ093909.07+452215.7,144.78781,45.37103,https://vo.astron.nl/getproduct/LoTSS-DR2/P145+45    ,6.007,0.076,12.73,0.269,9.2,7.78,0.1,6.98,4.95,68.83,3.77,68.83,0.076,M,P145+45    ,3,1,144.7878,45.370842,8458-12701 ,144.7878,45.370842,0.043077,0,1,0,0,0,0,0,1,1,1,,44.064556,45.200523,0,0,0,1,Sloan,Simbad,NED,136,0.674018228
189.21297,45.65146,ILTJ123651.11+453905.2,189.21297,45.65146,https://vo.astron.nl/getproduct/LoTSS-DR2/P24Hetdex20,3.333,0.075,20.582,0.706,14.86,13.8,0.29,13.59,12.43,157.18,12.29,157.18,0.075,M,P24Hetdex20,3,1,189.21326,45.65117,8341-12704 ,189.21326,45.65117,0.030839,0,1,0,0,0,0,0,0,1,1,,0,0,1,45.035957,5.759114,1,Sloan,Simbad,NED,119,1.273415266
188.10802,44.1834,ILTJ123225.92+441100.2,188.10802,44.1834,https://vo.astron.nl/getproduct/LoTSS-DR2/P24Hetdex20,6.169,0.075,24.811,0.488,14.38,10.73,0.12,13.06,8.89,14.11,2.12,14.11,0.075,M,P24Hetdex20,2,1,188.10783,44.18362,8464-3704  ,188.10783,44.18362,0.03106,0,1,0,0,0,0,0,1,1,1,,43.897224,45.031487,0,0,0,1,Sloan,Simbad,NED,139,0.926216181
186.18086,44.41075,ILTJ122443.41+442438.6,186.18086,44.41075,https://vo.astron.nl/getproduct/LoTSS-DR2/P24Hetdex20,26.867,0.075,37.899,0.497,7.59,6.97,0.02,4.65,3.55,97.71,1.53,97.71,0.075,M,P24Hetdex20,4,1,186.181,44.41077,8464-6101  ,186.181,44.41077,0.125109,1,1,44.84459,43.90546,0,0,0,1,1,1,,45.1268,46.273426,0,0,0,1,Sloan,Simbad,NED,140,0.359772718
185.47607,45.26903,ILTJ122154.26+451608.4,185.47607,45.26903,https://vo.astron.nl/getproduct/LoTSS-DR2/P24Hetdex20,0.352,0.067,0.922,0.234,10.73,8.78,1.58,8.89,6.41,61.86,42.9,61.86,0.063,S,P24Hetdex20,4,0,185.47505,45.26768,8262-12704 ,185.47505,45.26768,0.048684,1,0,43.73376,42.826797,0,0,0,0,0,0,,0,0,0,0,0,1,Sloan,Simbad,NED,87,5.508448175
211.90617,44.48196,ILTJ140737.48+442855.0,211.90617,44.48196,https://vo.astron.nl/getproduct/LoTSS-DR2/P210+45    ,4.062,0.064,6.073,0.147,7.51,7.17,0.11,4.51,3.92,116.32,14.95,116.32,0.06,S,P210+45    ,4,1,211.90486,44.48227,8329-6102  ,211.90486,44.48227,0.14325,1,0,45.09692,44.15779,0,0,0,0,0,0,,0,0,0,0,0,1,Sloan,Simbad,NED,105,3.549327881
126.50186,40.98171,ILTJ082600.45+405854.1,126.50186,40.98171,https://vo.astron.nl/getproduct/LoTSS-DR2/P125+42    ,15.865,0.076,182.936,1.473,39.44,16.13,0.12,38.98,14.97,109.11,0.71,109.11,0.076,M,P125+42    ,4,1,126.502396,40.981113,10496-6104 ,126.502396,40.981113,0.057897,0,1,0,0,0,0,0,1,1,1,LERG,44.676266,45.8184,0,0,0,0,Sloan,Simbad,NED,17,2.587704225
125.46004,41.87666,ILTJ082150.41+415235.9,125.46004,41.87666,https://vo.astron.nl/getproduct/LoTSS-DR2/P125+42    ,16.082,0.087,33.56,0.564,9.9,8.19,0.05,7.88,5.57,49.7,1.46,49.7,0.087,M,P125+42    ,4,1,125.4594,41.876266,10496-12704,125.4594,41.876266,0.038224,0,1,0,0,0,0,0,1,1,1,,44.16983,45.306866,0,0,0,0,Sloan,Simbad,NED,16,2.225265989
157.72156,41.21925,ILTJ103053.17+411309.3,157.72156,41.21925,https://vo.astron.nl/getproduct/LoTSS-DR2/P156+42    ,17.546,0.118,44.914,0.789,27.31,6.46,0.07,26.65,2.41,34.4,0.95,34.4,0.118,M,P156+42    ,3,1,157.72327,41.221096,8455-12703 ,157.72327,41.221096,0.092408,0,1,0,0,0,0,0,1,1,1,LERG,45.63523,46.786865,0,0,0,1,Sloan,Simbad,NED,134,8.099042954
206.17303,40.46701,ILTJ134441.53+402801.2,206.17303,40.46701,https://vo.astron.nl/getproduct/LoTSS-DR2/P204+40    ,87.174,0.248,253.029,1.61,17.88,6.81,0.02,16.84,3.22,163.88,0.22,163.88,0.248,M,P204+40    ,3,1,206.17303,40.4673,8447-6103  ,206.17303,40.4673,0.075745,0,1,0,0,0,0,0,1,1,0,LERG,45.707188,46.859524,0,0,0,1,Sloan,Simbad,NED,129,1.043701172
258.11832,30.90941,ILTJ171228.40+305433.8,258.11832,30.90941,https://vo.astron.nl/getproduct/LoTSS-DR2/P258+30    ,5.884,0.146,36.524,1.287,14.34,11.5,0.27,13.03,9.81,18.53,5.42,18.53,0.146,M,P258+30    ,3,1,258.1185,30.909678,9186-6103  ,258.1185,30.909678,0.05496,0,1,0,0,0,0,0,1,1,0,,44.336807,45.475533,0,0,0,0,Sloan,Simbad,NED,344,1.115332163
182.78458,35.33315,ILTJ121108.30+351959.3,182.78458,35.33315,https://vo.astron.nl/getproduct/LoTSS-DR2/P182+35    ,197.881,0.325,437.101,2.19,9.42,8.9,0.02,7.27,6.57,55.45,1.35,55.45,0.325,M,P182+35    ,4,1,182.78447,35.333008,8554-6102  ,182.78447,35.333008,0.136656,0,1,0,0,0,0,0,1,1,1,LERG,46.127903,47.284336,0,0,0,1,Sloan,Simbad,NED,159,0.597149532
186.25119,40.15747,ILTJ122500.28+400926.9,186.25119,40.15747,https://vo.astron.nl/getproduct/LoTSS-DR2/P184+40    ,31.148,0.12,71.066,0.979,10.92,9.66,0.04,9.12,7.57,156.38,1.55,156.38,0.12,M,P184+40    ,3,1,186.25119,40.15731,8988-6102  ,186.25119,40.15731,0.074039,0,1,0,0,0,0,0,1,1,1,,44.89516,46.039482,0,0,0,0,Sloan,Simbad,NED,249,0.576782227
